datetime,stationA,stationB,total,Available
2024-04-14 13:00:00,3,18,21,21.0
2024-04-14 14:00:00,9,20,29,29.0
2024-04-14 15:00:00,9,18,27,27.0
2024-04-14 16:00:00,11,22,33,33.0
2024-04-14 17:00:00,3,24,27,27.0
2024-04-14 18:00:00,9,24,33,33.0
2024-04-14 19:00:00,7,16,23,23.0
2024-04-14 20:00:00,9,14,23,23.0
2024-04-14 21:00:00,1,22,23,23.0
2024-04-14 22:00:00,3,14,17,17.0
2024-04-14 23:00:00,7,14,21,21.0
2024-04-15 00:00:00,7,18,25,25.0
2024-04-15 01:00:00,11,22,33,33.0
2024-04-15 02:00:00,11,22,33,33.0
2024-04-15 03:00:00,13,22,35,35.0
2024-04-15 04:00:00,11,24,35,35.0
2024-04-15 05:00:00,9,24,33,33.0
2024-04-15 06:00:00,11,24,35,35.0
2024-04-15 07:00:00,9,22,31,31.0
2024-04-15 08:00:00,3,14,17,17.0
2024-04-15 09:00:00,17,12,29,29.0
2024-04-15 10:00:00,1,16,17,17.0
2024-04-15 11:00:00,7,22,29,29.0
2024-04-15 12:00:00,7,22,29,29.0
2024-04-15 13:00:00,3,20,23,23.0
2024-04-15 14:00:00,5,20,25,25.0
2024-04-15 15:00:00,25,18,43,43.0
2024-04-15 16:00:00,3,22,25,25.0
2024-04-15 17:00:00,5,18,23,23.0
2024-04-15 18:00:00,1,12,13,13.0
2024-04-15 19:00:00,5,10,15,15.0
2024-04-15 20:00:00,1,10,11,11.0
2024-04-15 21:00:00,3,8,11,11.0
2024-04-15 22:00:00,5,8,13,13.0
2024-04-15 23:00:00,5,10,15,15.0
2024-04-16 00:00:00,7,20,27,27.0
2024-04-16 01:00:00,9,22,31,31.0
2024-04-16 02:00:00,9,20,29,29.0
2024-04-16 03:00:00,11,20,31,31.0
2024-04-16 04:00:00,11,22,33,33.0
2024-04-16 05:00:00,9,22,31,31.0
2024-04-16 06:00:00,7,22,29,29.0
2024-04-16 07:00:00,11,20,31,31.0
2024-04-16 08:00:00,3,10,13,13.0
2024-04-16 09:00:00,7,8,15,15.0
2024-04-16 10:00:00,3,12,15,15.0
2024-04-16 11:00:00,1,18,19,19.0
2024-04-16 12:00:00,1,14,15,15.0
2024-04-16 13:00:00,3,12,15,15.0
2024-04-16 14:00:00,3,12,15,15.0
2024-04-16 15:00:00,3,14,17,17.0
2024-04-16 16:00:00,9,8,17,17.0
2024-04-16 17:00:00,3,12,15,15.0
2024-04-16 18:00:00,1,6,7,7.0
2024-04-16 19:00:00,1,8,9,9.0
2024-04-16 20:00:00,5,10,15,15.0
2024-04-16 21:00:00,11,10,21,21.0
2024-04-16 22:00:00,5,10,15,15.0
2024-04-16 23:00:00,3,16,19,19.0
2024-04-17 00:00:00,5,16,21,21.0
2024-04-17 01:00:00,1,18,19,19.0
2024-04-17 02:00:00,9,20,29,29.0
2024-04-17 03:00:00,9,18,27,27.0
2024-04-17 04:00:00,11,18,29,29.0
2024-04-17 05:00:00,11,20,31,31.0
2024-04-17 06:00:00,9,14,23,23.0
2024-04-17 07:00:00,9,14,23,23.0
2024-04-17 08:00:00,3,8,11,11.0
2024-04-17 09:00:00,7,4,11,11.0
2024-04-17 10:00:00,17,10,27,27.0
2024-04-17 11:00:00,3,12,15,15.0
2024-04-17 12:00:00,3,14,17,17.0
2024-04-17 13:00:00,5,8,13,13.0
2024-04-17 14:00:00,5,16,21,21.0
2024-04-17 15:00:00,3,20,23,23.0
2024-04-17 16:00:00,1,14,15,15.0
2024-04-17 17:00:00,3,8,11,11.0
2024-04-17 18:00:00,1,8,9,9.0
2024-04-17 19:00:00,1,14,15,15.0
2024-04-17 20:00:00,1,8,9,9.0
2024-04-17 21:00:00,5,10,15,15.0
2024-04-17 22:00:00,5,14,19,19.0
2024-04-17 23:00:00,5,18,23,23.0
2024-04-18 00:00:00,9,18,27,27.0
2024-04-18 01:00:00,9,18,27,27.0
2024-04-18 02:00:00,9,18,27,27.0
2024-04-18 03:00:00,9,18,27,27.0
2024-04-18 04:00:00,29,20,49,49.0
2024-04-18 05:00:00,9,22,31,31.0
2024-04-18 06:00:00,9,22,31,31.0
2024-04-18 07:00:00,5,20,25,25.0
2024-04-18 08:00:00,1,20,21,21.0
2024-04-18 09:00:00,1,18,19,19.0
2024-04-18 10:00:00,1,12,13,13.0
2024-04-18 11:00:00,1,14,15,15.0
2024-04-18 12:00:00,1,14,15,15.0
2024-04-18 13:00:00,3,8,11,11.0
2024-04-18 14:00:00,5,18,23,23.0
2024-04-18 15:00:00,3,14,17,17.0
2024-04-18 16:00:00,5,16,21,21.0
2024-04-18 17:00:00,3,10,13,13.0
2024-04-18 18:00:00,1,12,13,13.0
2024-04-18 19:00:00,1,12,13,13.0
2024-04-18 20:00:00,3,16,19,19.0
2024-04-18 21:00:00,5,16,21,21.0
2024-04-18 22:00:00,1,10,11,11.0
2024-04-18 23:00:00,5,14,19,19.0
2024-04-19 00:00:00,5,18,23,23.0
2024-04-19 01:00:00,3,22,25,25.0
2024-04-19 02:00:00,3,20,23,23.0
2024-04-19 03:00:00,5,20,25,25.0
2024-04-19 04:00:00,7,20,27,27.0
2024-04-19 05:00:00,7,24,31,31.0
2024-04-19 06:00:00,7,22,29,29.0
2024-04-19 07:00:00,5,20,25,25.0
2024-04-19 08:00:00,1,10,11,11.0
2024-04-19 09:00:00,3,2,5,5.0
2024-04-19 10:00:00,3,4,7,7.0
2024-04-19 11:00:00,1,12,13,13.0
2024-04-19 12:00:00,5,16,21,21.0
2024-04-19 13:00:00,3,20,23,23.0
2024-04-19 14:00:00,3,18,21,21.0
2024-04-19 15:00:00,9,16,25,25.0
2024-04-19 16:00:00,3,16,19,19.0
2024-04-19 17:00:00,5,12,17,17.0
2024-04-19 18:00:00,1,12,13,13.0
2024-04-19 19:00:00,1,16,17,17.0
2024-04-19 20:00:00,1,18,19,19.0
2024-04-19 21:00:00,5,22,27,27.0
2024-04-19 22:00:00,1,12,13,13.0
2024-04-19 23:00:00,1,20,21,21.0
2024-04-20 00:00:00,3,20,23,23.0
2024-04-20 01:00:00,5,20,25,25.0
2024-04-20 02:00:00,5,22,27,27.0
2024-04-20 03:00:00,5,22,27,27.0
2024-04-20 04:00:00,11,26,37,37.0
2024-04-20 05:00:00,11,26,37,37.0
2024-04-20 06:00:00,13,22,35,35.0
2024-04-20 07:00:00,9,20,29,29.0
2024-04-20 08:00:00,9,22,31,31.0
2024-04-20 09:00:00,5,22,27,27.0
2024-04-20 10:00:00,1,20,21,21.0
2024-04-20 11:00:00,3,20,23,23.0
2024-04-20 12:00:00,1,16,17,17.0
2024-04-20 13:00:00,1,12,13,13.0
2024-04-20 14:00:00,1,18,19,19.0
2024-04-20 15:00:00,5,20,25,25.0
2024-04-20 16:00:00,27,24,51,51.0
2024-04-20 17:00:00,1,16,17,17.0
2024-04-20 18:00:00,1,12,13,13.0
2024-04-20 19:00:00,3,18,21,21.0
2024-04-20 20:00:00,7,20,27,27.0
2024-04-20 21:00:00,3,24,27,27.0
2024-04-20 22:00:00,1,20,21,21.0
2024-04-20 23:00:00,3,18,21,21.0
2024-04-21 00:00:00,3,22,25,25.0
2024-04-21 01:00:00,7,22,29,29.0
2024-04-21 02:00:00,7,26,33,33.0
2024-04-21 03:00:00,9,26,35,35.0
2024-04-21 04:00:00,37,26,63,63.0
2024-04-21 05:00:00,11,26,37,37.0
2024-04-21 06:00:00,11,26,37,37.0
2024-04-21 07:00:00,9,26,35,35.0
2024-04-21 08:00:00,9,26,35,35.0
2024-04-21 09:00:00,1,24,25,25.0
2024-04-21 10:00:00,5,22,27,27.0
2024-04-21 11:00:00,5,24,29,29.0
2024-04-21 12:00:00,5,22,27,27.0
2024-04-21 13:00:00,7,22,29,29.0
2024-04-21 14:00:00,9,20,29,29.0
2024-04-21 15:00:00,3,20,23,23.0
2024-04-21 16:00:00,5,22,27,27.0
2024-04-21 17:00:00,1,20,21,21.0
2024-04-21 18:00:00,1,20,21,21.0
2024-04-21 19:00:00,3,18,21,21.0
2024-04-21 20:00:00,3,20,23,23.0
2024-04-21 21:00:00,7,18,25,25.0
2024-04-21 22:00:00,5,16,21,21.0
2024-04-21 23:00:00,3,14,17,17.0
2024-04-22 00:00:00,3,16,19,19.0
2024-04-22 01:00:00,5,20,25,25.0
2024-04-22 02:00:00,9,22,31,31.0
2024-04-22 03:00:00,9,22,31,31.0
2024-04-22 04:00:00,9,24,33,33.0
2024-04-22 05:00:00,9,24,33,33.0
2024-04-22 06:00:00,7,24,31,31.0
2024-04-22 07:00:00,5,20,25,25.0
2024-04-22 08:00:00,3,0,3,3.0
2024-04-22 09:00:00,3,8,11,11.0
2024-04-22 10:00:00,3,6,9,9.0
2024-04-22 11:00:00,5,20,25,25.0
2024-04-22 12:00:00,5,18,23,23.0
2024-04-22 13:00:00,1,20,21,21.0
2024-04-22 14:00:00,3,18,21,21.0
2024-04-22 15:00:00,7,24,31,31.0
2024-04-22 16:00:00,1,24,25,25.0
2024-04-22 17:00:00,1,18,19,19.0
2024-04-22 18:00:00,1,14,15,15.0
2024-04-22 19:00:00,1,16,17,17.0
2024-04-22 20:00:00,5,14,19,19.0
2024-04-22 21:00:00,1,16,17,17.0
2024-04-22 22:00:00,13,10,23,23.0
2024-04-22 23:00:00,7,18,25,25.0
2024-04-23 00:00:00,9,20,29,29.0
2024-04-23 01:00:00,9,20,29,29.0
2024-04-23 02:00:00,9,22,31,31.0
2024-04-23 03:00:00,7,22,29,29.0
2024-04-23 04:00:00,7,24,31,31.0
2024-04-23 05:00:00,7,22,29,29.0
2024-04-23 06:00:00,7,24,31,31.0
2024-04-23 07:00:00,7,24,31,31.0
2024-04-23 08:00:00,3,12,15,15.0
2024-04-23 09:00:00,3,8,11,11.0
2024-04-23 10:00:00,1,14,15,15.0
2024-04-23 11:00:00,1,16,17,17.0
2024-04-23 12:00:00,3,16,19,19.0
2024-04-23 13:00:00,1,14,15,15.0
2024-04-23 14:00:00,-1,16,15,15.0
2024-04-23 15:00:00,1,14,15,15.0
2024-04-23 16:00:00,5,24,29,29.0
2024-04-23 17:00:00,1,26,27,27.0
2024-04-23 18:00:00,1,12,13,13.0
2024-04-23 19:00:00,1,8,9,9.0
2024-04-23 20:00:00,-1,22,21,21.0
2024-04-23 21:00:00,7,16,23,23.0
2024-04-23 22:00:00,5,22,27,27.0
2024-04-23 23:00:00,3,24,27,27.0
2024-04-24 00:00:00,7,26,33,33.0
2024-04-24 01:00:00,9,24,33,33.0
2024-04-24 02:00:00,11,26,37,37.0
2024-04-24 03:00:00,11,26,37,37.0
2024-04-24 04:00:00,11,26,37,37.0
2024-04-24 05:00:00,13,24,37,37.0
2024-04-24 06:00:00,13,26,39,39.0
2024-04-24 07:00:00,11,26,37,37.0
2024-04-24 08:00:00,11,24,35,35.0
2024-04-24 09:00:00,5,24,29,29.0
2024-04-24 10:00:00,3,24,27,27.0
2024-04-24 11:00:00,11,22,33,33.0
2024-04-24 12:00:00,11,20,31,31.0
2024-04-24 13:00:00,9,20,29,29.0
2024-04-24 14:00:00,5,22,27,27.0
2024-04-24 15:00:00,7,24,31,31.0
2024-04-24 16:00:00,5,18,23,23.0
2024-04-24 17:00:00,3,26,29,29.0
2024-04-24 18:00:00,5,22,27,27.0
2024-04-24 19:00:00,1,15,16,16.0
2024-04-24 20:00:00,5,19,24,24.0
2024-04-24 21:00:00,5,19,24,24.0
2024-04-24 22:00:00,9,25,34,34.0
2024-04-24 23:00:00,9,23,32,32.0
2024-04-25 00:00:00,9,20,29,29.0
2024-04-25 01:00:00,9,19,28,28.0
2024-04-25 02:00:00,29,21,50,50.0
2024-04-25 03:00:00,9,23,32,32.0
2024-04-25 04:00:00,9,25,34,34.0
2024-04-25 05:00:00,11,23,34,34.0
2024-04-25 06:00:00,9,25,34,34.0
2024-04-25 07:00:00,9,23,32,32.0
2024-04-25 08:00:00,7,15,22,22.0
2024-04-25 09:00:00,3,19,22,22.0
2024-04-25 10:00:00,3,11,14,14.0
2024-04-25 11:00:00,5,17,22,22.0
2024-04-25 12:00:00,3,23,26,26.0
2024-04-25 13:00:00,1,15,16,16.0
2024-04-25 14:00:00,3,21,24,24.0
2024-04-25 15:00:00,9,11,20,20.0
2024-04-25 16:00:00,17,19,36,36.0
2024-04-25 17:00:00,13,23,36,36.0
2024-04-25 18:00:00,17,27,44,44.0
2024-04-25 19:00:00,11,21,32,32.0
2024-04-25 20:00:00,15,19,34,34.0
2024-04-25 21:00:00,17,25,42,42.0
2024-04-25 22:00:00,15,29,44,44.0
2024-04-25 23:00:00,15,31,46,46.0
2024-04-26 00:00:00,19,29,48,48.0
2024-04-26 01:00:00,25,29,54,54.0
2024-04-26 02:00:00,25,29,54,54.0
2024-04-26 03:00:00,25,29,54,54.0
2024-04-26 04:00:00,25,29,54,54.0
2024-04-26 05:00:00,25,29,54,54.0
2024-04-26 06:00:00,25,29,54,54.0
2024-04-26 07:00:00,23,27,50,50.0
2024-04-26 08:00:00,9,23,32,32.0
2024-04-26 09:00:00,7,17,24,24.0
2024-04-26 10:00:00,25,17,42,42.0
2024-04-26 11:00:00,17,21,38,38.0
2024-04-26 12:00:00,19,21,40,40.0
2024-04-26 13:00:00,25,23,48,48.0
2024-04-26 14:00:00,23,27,50,50.0
2024-04-26 15:00:00,23,23,46,46.0
2024-04-26 16:00:00,19,27,46,46.0
2024-04-26 17:00:00,15,21,36,36.0
2024-04-26 18:00:00,9,15,24,24.0
2024-04-26 19:00:00,15,27,42,42.0
2024-04-26 20:00:00,19,29,48,48.0
2024-04-26 21:00:00,13,25,38,38.0
2024-04-26 22:00:00,5,21,26,26.0
2024-04-26 23:00:00,9,27,36,36.0
2024-04-27 00:00:00,13,29,42,42.0
2024-04-27 01:00:00,21,29,50,50.0
2024-04-27 02:00:00,21,25,46,46.0
2024-04-27 03:00:00,21,25,46,46.0
2024-04-27 04:00:00,21,27,48,48.0
2024-04-27 05:00:00,23,29,52,52.0
2024-04-27 06:00:00,25,31,56,56.0
2024-04-27 07:00:00,49,27,76,76.0
2024-04-27 08:00:00,23,23,46,46.0
2024-04-27 09:00:00,25,23,48,48.0
2024-04-27 10:00:00,19,27,46,46.0
2024-04-27 11:00:00,15,25,40,40.0
2024-04-27 12:00:00,15,25,40,40.0
2024-04-27 13:00:00,9,19,28,28.0
2024-04-27 14:00:00,7,15,22,22.0
2024-04-27 15:00:00,15,27,42,42.0
2024-04-27 16:00:00,19,25,44,44.0
2024-04-27 17:00:00,23,23,46,46.0
2024-04-27 18:00:00,13,27,40,40.0
2024-04-27 19:00:00,9,29,38,38.0
2024-04-27 20:00:00,9,27,36,36.0
2024-04-27 21:00:00,7,29,36,36.0
2024-04-27 22:00:00,7,29,36,36.0
2024-04-27 23:00:00,9,27,36,36.0
2024-04-28 00:00:00,13,29,42,42.0
2024-04-28 01:00:00,21,31,52,52.0
2024-04-28 02:00:00,21,29,50,50.0
2024-04-28 03:00:00,21,29,50,50.0
2024-04-28 04:00:00,21,31,52,52.0
2024-04-28 05:00:00,21,31,52,52.0
2024-04-28 06:00:00,21,31,52,52.0
2024-04-28 07:00:00,19,31,50,50.0
2024-04-28 08:00:00,19,31,50,50.0
2024-04-28 09:00:00,19,27,46,46.0
2024-04-28 10:00:00,15,25,40,40.0
2024-04-28 11:00:00,13,21,34,34.0
2024-04-28 12:00:00,13,23,36,36.0
2024-04-28 13:00:00,15,23,38,38.0
2024-04-28 14:00:00,21,19,40,40.0
2024-04-28 15:00:00,19,19,38,38.0
2024-04-28 16:00:00,21,25,46,46.0
2024-04-28 17:00:00,21,25,46,46.0
2024-04-28 18:00:00,21,23,44,44.0
2024-04-28 19:00:00,15,27,42,42.0
2024-04-28 20:00:00,11,27,38,38.0
2024-04-28 21:00:00,13,29,42,42.0
2024-04-28 22:00:00,7,23,30,30.0
2024-04-28 23:00:00,9,25,34,34.0
2024-04-29 00:00:00,15,27,42,42.0
2024-04-29 01:00:00,15,29,44,44.0
2024-04-29 02:00:00,21,27,48,48.0
2024-04-29 03:00:00,21,27,48,48.0
2024-04-29 04:00:00,25,29,54,54.0
2024-04-29 05:00:00,25,29,54,54.0
2024-04-29 06:00:00,25,25,50,50.0
2024-04-29 07:00:00,23,27,50,50.0
2024-04-29 08:00:00,21,9,30,30.0
2024-04-29 09:00:00,7,9,16,16.0
2024-04-29 10:00:00,9,17,26,26.0
2024-04-29 11:00:00,11,19,30,30.0
2024-04-29 12:00:00,21,23,44,44.0
2024-04-29 13:00:00,17,23,40,40.0
2024-04-29 14:00:00,13,21,34,34.0
2024-04-29 15:00:00,39,25,64,64.0
2024-04-29 16:00:00,17,29,46,46.0
2024-04-29 17:00:00,19,27,46,46.0
2024-04-29 18:00:00,9,19,28,28.0
2024-04-29 19:00:00,5,17,22,22.0
2024-04-29 20:00:00,11,19,30,30.0
2024-04-29 21:00:00,13,23,36,36.0
2024-04-29 22:00:00,11,19,30,30.0
2024-04-29 23:00:00,9,21,30,30.0
2024-04-30 00:00:00,9,21,30,30.0
2024-04-30 01:00:00,9,29,38,38.0
2024-04-30 02:00:00,17,27,44,44.0
2024-04-30 03:00:00,17,29,46,46.0
2024-04-30 04:00:00,17,29,46,46.0
2024-04-30 05:00:00,15,27,42,42.0
2024-04-30 06:00:00,15,29,44,44.0
2024-04-30 07:00:00,15,27,42,42.0
2024-04-30 08:00:00,1,15,16,16.0
2024-04-30 09:00:00,7,21,28,28.0
2024-04-30 10:00:00,5,23,28,28.0
2024-04-30 11:00:00,9,23,32,32.0
2024-04-30 12:00:00,11,21,32,32.0
2024-04-30 13:00:00,3,21,24,24.0
2024-04-30 14:00:00,13,25,38,38.0
2024-04-30 15:00:00,15,21,36,36.0
2024-04-30 16:00:00,13,21,34,34.0
2024-04-30 17:00:00,13,21,34,34.0
2024-04-30 18:00:00,5,17,22,22.0
2024-04-30 19:00:00,9,13,22,22.0
2024-04-30 20:00:00,1,17,18,18.0
2024-04-30 21:00:00,7,19,26,26.0
2024-04-30 22:00:00,3,19,22,22.0
2024-04-30 23:00:00,9,19,28,28.0
2024-05-01 00:00:00,13,23,36,36.0
2024-05-01 01:00:00,17,23,40,40.0
2024-05-01 02:00:00,17,23,40,40.0
2024-05-01 03:00:00,21,25,46,46.0
2024-05-01 04:00:00,21,25,46,46.0
2024-05-01 05:00:00,21,25,46,46.0
2024-05-01 06:00:00,21,25,46,46.0
2024-05-01 07:00:00,39,19,58,58.0
2024-05-01 08:00:00,15,21,36,36.0
2024-05-01 09:00:00,3,21,24,24.0
2024-05-01 10:00:00,15,21,36,36.0
2024-05-01 11:00:00,17,19,36,36.0
2024-05-01 12:00:00,13,15,28,28.0
2024-05-01 13:00:00,21,17,38,38.0
2024-05-01 14:00:00,15,23,38,38.0
2024-05-01 15:00:00,9,19,28,28.0
2024-05-01 16:00:00,17,23,40,40.0
2024-05-01 17:00:00,17,27,44,44.0
2024-05-01 18:00:00,13,29,42,42.0
2024-05-01 19:00:00,11,27,38,38.0
2024-05-01 20:00:00,9,25,34,34.0
2024-05-01 21:00:00,3,25,28,28.0
2024-05-01 22:00:00,7,25,32,32.0
2024-05-01 23:00:00,15,25,40,40.0
2024-05-02 00:00:00,15,27,42,42.0
2024-05-02 01:00:00,15,27,42,42.0
2024-05-02 02:00:00,17,27,44,44.0
2024-05-02 03:00:00,17,27,44,44.0
2024-05-02 04:00:00,19,29,48,48.0
2024-05-02 05:00:00,47,27,74,74.0
2024-05-02 06:00:00,21,27,48,48.0
2024-05-02 07:00:00,17,23,40,40.0
2024-05-02 08:00:00,11,21,32,32.0
2024-05-02 09:00:00,7,25,32,32.0
2024-05-02 10:00:00,3,23,26,26.0
2024-05-02 11:00:00,5,17,22,22.0
2024-05-02 12:00:00,15,17,32,32.0
2024-05-02 13:00:00,11,17,28,28.0
2024-05-02 14:00:00,15,19,34,34.0
2024-05-02 15:00:00,19,29,48,48.0
2024-05-02 16:00:00,15,27,42,42.0
2024-05-02 17:00:00,11,23,34,34.0
2024-05-02 18:00:00,7,19,26,26.0
2024-05-02 19:00:00,5,17,22,22.0
2024-05-02 20:00:00,7,19,26,26.0
2024-05-02 21:00:00,13,15,28,28.0
2024-05-02 22:00:00,11,15,26,26.0
2024-05-02 23:00:00,7,23,30,30.0
2024-05-03 00:00:00,11,19,30,30.0
2024-05-03 01:00:00,11,25,36,36.0
2024-05-03 02:00:00,15,27,42,42.0
2024-05-03 03:00:00,17,29,46,46.0
2024-05-03 04:00:00,17,27,44,44.0
2024-05-03 05:00:00,17,23,40,40.0
2024-05-03 06:00:00,15,25,40,40.0
2024-05-03 07:00:00,15,23,38,38.0
2024-05-03 08:00:00,13,19,32,32.0
2024-05-03 09:00:00,5,11,16,16.0
2024-05-03 10:00:00,-1,15,14,14.0
2024-05-03 11:00:00,9,15,24,24.0
2024-05-03 12:00:00,13,15,28,28.0
2024-05-03 13:00:00,5,21,26,26.0
2024-05-03 14:00:00,7,25,32,32.0
2024-05-03 15:00:00,13,21,34,34.0
2024-05-03 16:00:00,11,19,30,30.0
2024-05-03 17:00:00,11,15,26,26.0
2024-05-03 18:00:00,5,13,18,18.0
2024-05-03 19:00:00,3,19,22,22.0
2024-05-03 20:00:00,11,19,30,30.0
2024-05-03 21:00:00,5,21,26,26.0
2024-05-03 22:00:00,7,15,22,22.0
2024-05-03 23:00:00,5,17,22,22.0
2024-05-04 00:00:00,7,23,30,30.0
2024-05-04 01:00:00,9,27,36,36.0
2024-05-04 02:00:00,15,25,40,40.0
2024-05-04 03:00:00,17,21,38,38.0
2024-05-04 04:00:00,17,23,40,40.0
2024-05-04 05:00:00,17,25,42,42.0
2024-05-04 06:00:00,17,27,44,44.0
2024-05-04 07:00:00,13,25,38,38.0
2024-05-04 08:00:00,13,25,38,38.0
2024-05-04 09:00:00,9,25,34,34.0
2024-05-04 10:00:00,5,19,24,24.0
2024-05-04 11:00:00,9,21,30,30.0
2024-05-04 12:00:00,7,19,26,26.0
2024-05-04 13:00:00,5,21,26,26.0
2024-05-04 14:00:00,9,25,34,34.0
2024-05-04 15:00:00,7,27,34,34.0
2024-05-04 16:00:00,7,27,34,34.0
2024-05-04 17:00:00,9,25,34,34.0
2024-05-04 18:00:00,7,23,30,30.0
2024-05-04 19:00:00,1,21,22,22.0
2024-05-04 20:00:00,1,17,18,18.0
2024-05-04 21:00:00,7,17,24,24.0
2024-05-04 22:00:00,7,19,26,26.0
2024-05-04 23:00:00,5,21,26,26.0
2024-05-05 00:00:00,7,23,30,30.0
2024-05-05 01:00:00,5,25,30,30.0
2024-05-05 02:00:00,11,27,38,38.0
2024-05-05 03:00:00,13,27,40,40.0
2024-05-05 04:00:00,13,27,40,40.0
2024-05-05 05:00:00,11,25,36,36.0
2024-05-05 06:00:00,13,27,40,40.0
2024-05-05 07:00:00,13,27,40,40.0
2024-05-05 08:00:00,11,29,40,40.0
2024-05-05 09:00:00,11,29,40,40.0
2024-05-05 10:00:00,13,29,42,42.0
2024-05-05 11:00:00,11,27,38,38.0
2024-05-05 12:00:00,29,27,56,56.0
2024-05-05 13:00:00,5,27,32,32.0
2024-05-05 14:00:00,31,25,56,56.0
2024-05-05 15:00:00,7,25,32,32.0
2024-05-05 16:00:00,7,27,34,34.0
2024-05-05 17:00:00,13,27,40,40.0
2024-05-05 18:00:00,9,21,30,30.0
2024-05-05 19:00:00,9,19,28,28.0
2024-05-05 20:00:00,3,13,16,16.0
2024-05-05 21:00:00,7,21,28,28.0
2024-05-05 22:00:00,7,21,28,28.0
2024-05-05 23:00:00,7,25,32,32.0
2024-05-06 00:00:00,11,25,36,36.0
2024-05-06 01:00:00,13,27,40,40.0
2024-05-06 02:00:00,13,29,42,42.0
2024-05-06 03:00:00,13,29,42,42.0
2024-05-06 04:00:00,17,27,44,44.0
2024-05-06 05:00:00,17,27,44,44.0
2024-05-06 06:00:00,17,27,44,44.0
2024-05-06 07:00:00,1,23,24,24.0
2024-05-06 08:00:00,1,23,24,24.0
2024-05-06 09:00:00,3,15,18,18.0
2024-05-06 10:00:00,1,17,18,18.0
2024-05-06 11:00:00,7,27,34,34.0
2024-05-06 12:00:00,7,21,28,28.0
2024-05-06 13:00:00,3,19,22,22.0
2024-05-06 14:00:00,21,23,44,44.0
2024-05-06 15:00:00,23,27,50,50.0
2024-05-06 16:00:00,15,23,38,38.0
2024-05-06 17:00:00,17,15,32,32.0
2024-05-06 18:00:00,17,19,36,36.0
2024-05-06 19:00:00,11,17,28,28.0
2024-05-06 20:00:00,23,21,44,44.0
2024-05-06 21:00:00,23,21,44,44.0
2024-05-06 22:00:00,21,19,40,40.0
2024-05-06 23:00:00,13,21,34,34.0
2024-05-07 00:00:00,13,21,34,34.0
2024-05-07 01:00:00,17,21,38,38.0
2024-05-07 02:00:00,25,23,48,48.0
2024-05-07 03:00:00,27,23,50,50.0
2024-05-07 04:00:00,25,25,50,50.0
2024-05-07 05:00:00,25,25,50,50.0
2024-05-07 06:00:00,27,25,52,52.0
2024-05-07 07:00:00,21,21,42,42.0
2024-05-07 08:00:00,13,9,22,22.0
2024-05-07 09:00:00,9,15,24,24.0
2024-05-07 10:00:00,11,11,22,22.0
2024-05-07 11:00:00,9,17,26,26.0
2024-05-07 12:00:00,15,23,38,38.0
2024-05-07 13:00:00,11,25,36,36.0
2024-05-07 14:00:00,15,23,38,38.0
2024-05-07 15:00:00,15,21,36,36.0
2024-05-07 16:00:00,15,19,34,34.0
2024-05-07 17:00:00,15,21,36,36.0
2024-05-07 18:00:00,9,19,28,28.0
2024-05-07 19:00:00,17,11,28,28.0
2024-05-07 20:00:00,11,17,28,28.0
2024-05-07 21:00:00,17,21,38,38.0
2024-05-07 22:00:00,7,13,20,20.0
2024-05-07 23:00:00,5,21,26,26.0
2024-05-08 00:00:00,7,23,30,30.0
2024-05-08 01:00:00,17,25,42,42.0
2024-05-08 02:00:00,19,25,44,44.0
2024-05-08 03:00:00,21,25,46,46.0
2024-05-08 04:00:00,41,25,66,66.0
2024-05-08 05:00:00,19,23,42,42.0
2024-05-08 06:00:00,21,19,40,40.0
2024-05-08 07:00:00,23,15,38,38.0
2024-05-08 08:00:00,13,15,28,28.0
2024-05-08 09:00:00,1,21,22,22.0
2024-05-08 10:00:00,9,21,30,30.0
2024-05-08 11:00:00,5,17,22,22.0
2024-05-08 12:00:00,13,17,30,30.0
2024-05-08 13:00:00,21,19,40,40.0
2024-05-08 14:00:00,17,17,34,34.0
2024-05-08 15:00:00,35,15,50,50.0
2024-05-08 16:00:00,9,19,28,28.0
2024-05-08 17:00:00,15,21,36,36.0
2024-05-08 18:00:00,15,15,30,30.0
2024-05-08 19:00:00,11,11,22,22.0
2024-05-08 20:00:00,21,17,38,38.0
2024-05-08 21:00:00,19,21,40,40.0
2024-05-08 22:00:00,13,19,32,32.0
2024-05-08 23:00:00,11,21,32,32.0
2024-05-09 00:00:00,11,25,36,36.0
2024-05-09 01:00:00,19,27,46,46.0
2024-05-09 02:00:00,25,29,54,54.0
2024-05-09 03:00:00,25,31,56,56.0
2024-05-09 04:00:00,27,31,58,58.0
2024-05-09 05:00:00,55,31,86,86.0
2024-05-09 06:00:00,55,27,82,82.0
2024-05-09 07:00:00,25,27,52,52.0
2024-05-09 08:00:00,11,17,28,28.0
2024-05-09 09:00:00,1,15,16,16.0
2024-05-09 10:00:00,7,19,26,26.0
2024-05-09 11:00:00,13,25,38,38.0
2024-05-09 12:00:00,15,27,42,42.0
2024-05-09 13:00:00,11,25,36,36.0
2024-05-09 14:00:00,11,29,40,40.0
2024-05-09 15:00:00,19,29,48,48.0
2024-05-09 16:00:00,13,23,36,36.0
2024-05-09 17:00:00,15,25,40,40.0
2024-05-09 18:00:00,11,23,34,34.0
2024-05-09 19:00:00,5,21,26,26.0
