時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
9~10,9.19,64.91,7.58,33.30,0.13,0.01,64.59,4.35,1.55,104.00,5.56,27.09,71.35,1.31,3.23,0.00,43.95,28.36,49.54,2.31,5.18,8.34,0.00,0.95,197.74,3.47,70.30,95.19,2024-05-05 09:00:00
10~11,11.06,65.71,8.86,34.92,0.13,0.03,60.62,2.44,1.51,108.73,5.75,27.90,75.08,1.23,3.20,0.00,41.34,28.31,121.81,2.38,5.01,9.34,0.00,0.76,199.86,3.88,70.21,98.00,2024-05-05 10:00:00
11~12,13.69,71.85,8.00,35.96,0.14,0.04,59.38,2.25,1.56,110.67,7.44,26.59,76.64,1.24,3.45,0.00,44.49,28.35,61.75,2.31,4.94,9.72,0.00,0.90,198.90,4.19,70.97,95.75,2024-05-05 11:00:00
12~13,9.94,71.85,8.82,35.50,0.13,0.05,62.40,2.60,1.56,110.63,5.03,25.68,79.92,1.18,3.22,0.00,46.23,36.38,42.87,2.28,4.95,7.81,0.00,0.95,200.37,4.38,70.89,97.19,2024-05-05 12:00:00
13~14,15.87,81.18,9.20,36.19,0.14,0.03,72.32,3.24,1.57,116.64,8.38,29.19,79.07,1.26,3.43,0.00,42.09,31.79,43.94,2.34,5.44,9.72,0.00,1.01,209.47,5.15,72.41,102.81,2024-05-05 13:00:00
14~15,14.25,80.91,9.57,37.43,0.14,0.02,75.71,4.10,1.54,118.97,7.18,32.56,79.23,1.18,3.75,0.00,41.54,36.39,44.85,3.35,5.56,9.79,0.00,0.76,216.78,5.90,73.32,108.12,2024-05-05 14:00:00
15~16,12.75,89.28,9.50,38.40,0.14,0.45,76.70,5.55,1.53,122.31,7.16,36.31,78.84,1.43,4.13,0.00,42.46,39.60,48.15,3.22,5.57,9.52,0.00,1.52,216.04,5.95,73.08,108.50,2024-05-05 15:00:00
16~17,11.94,85.31,8.42,37.64,0.14,0.11,66.05,4.70,1.66,122.53,7.34,33.79,81.40,1.27,4.82,0.00,42.66,47.28,52.71,3.15,4.94,7.79,0.00,0.66,217.53,3.93,72.53,111.69,2024-05-05 16:00:00
17~18,13.94,80.59,6.50,36.63,0.14,0.02,41.67,4.58,1.59,122.08,8.04,31.40,82.64,1.26,5.82,0.09,53.84,39.98,82.73,3.41,4.94,5.19,0.27,1.11,214.68,4.10,73.16,108.25,2024-05-05 17:00:00
18~19,22.50,76.50,6.75,35.94,0.39,0.08,18.17,5.33,1.64,115.58,10.49,28.62,76.47,1.68,5.04,0.17,54.20,35.50,50.62,3.12,3.81,5.30,4.33,0.67,206.63,3.65,71.47,103.19,2024-05-05 18:00:00
19~20,19.25,73.57,6.71,35.59,0.39,0.10,15.74,4.70,1.63,110.39,9.56,28.98,71.85,1.98,4.72,0.17,49.47,39.97,49.85,2.85,3.45,5.57,4.30,0.95,203.29,3.13,70.67,100.56,2024-05-05 19:00:00
20~21,17.56,73.56,7.61,35.08,0.40,0.09,14.90,3.73,1.67,108.00,10.51,28.06,69.43,2.19,3.17,0.16,53.67,46.02,62.59,2.56,3.00,4.62,4.28,0.83,203.29,3.68,70.05,100.69,2024-05-05 20:00:00
21~22,19.12,68.85,8.40,34.57,0.40,0.06,14.44,3.43,1.65,105.93,10.62,26.47,68.84,1.84,3.20,0.17,61.28,47.43,115.78,2.53,3.00,4.35,4.27,0.99,199.88,3.66,70.45,98.18,2024-05-05 21:00:00
22~23,19.07,65.96,6.90,33.96,0.40,0.11,11.33,3.55,1.66,105.62,9.31,27.48,68.83,1.84,3.77,0.17,71.62,58.12,140.03,2.50,3.00,4.15,4.25,0.89,197.27,3.62,69.54,95.75,2024-05-05 22:00:00
23~24,22.18,64.09,6.29,33.25,0.40,0.09,9.89,5.04,1.65,102.72,9.25,27.65,65.82,1.81,3.54,0.16,76.20,66.18,110.44,2.53,3.06,4.38,4.24,1.05,199.71,3.88,69.79,98.07,2024-05-05 23:00:00
0~1,19.50,61.66,6.32,33.79,0.40,0.11,9.20,4.74,1.67,98.75,7.07,26.56,65.12,1.66,3.21,0.17,75.80,60.34,139.91,2.53,3.06,4.38,4.27,0.86,197.87,3.44,69.29,97.19,2024-05-06 00:00:00
1~2,16.50,61.53,6.39,33.42,0.41,0.12,8.69,4.62,1.65,96.56,5.91,24.81,65.84,1.32,2.83,0.17,73.03,48.10,64.25,2.54,3.13,3.94,4.27,1.59,194.29,3.21,69.45,94.62,2024-05-06 01:00:00
2~3,11.13,59.63,7.12,31.79,0.40,0.11,9.63,4.31,1.69,93.05,5.50,23.88,63.67,1.31,2.86,0.16,61.11,37.95,52.22,2.59,3.06,3.86,4.26,0.91,194.47,3.56,68.93,94.87,2024-05-06 02:00:00
3~4,10.44,58.81,6.53,31.76,0.40,0.11,10.70,3.24,1.63,88.70,4.03,23.00,61.67,1.27,2.87,0.17,52.66,34.16,48.74,2.56,3.01,4.03,4.26,0.96,192.84,3.54,68.68,93.69,2024-05-06 03:00:00
4~5,8.81,58.35,6.23,31.60,0.40,0.11,11.47,2.84,1.66,89.04,3.94,22.96,62.14,1.29,3.24,0.17,46.84,31.66,40.19,2.56,3.00,3.94,4.27,0.70,191.38,3.37,68.47,92.26,2024-05-06 04:00:00
5~6,7.50,58.97,6.15,31.44,0.25,0.03,11.18,2.76,1.52,85.88,3.77,20.13,61.98,1.56,2.96,0.16,42.92,31.52,41.56,2.60,3.25,4.16,4.10,0.89,189.43,3.85,67.92,91.37,2024-05-06 05:00:00
6~7,7.25,57.71,6.49,34.47,0.14,0.03,10.37,2.38,0.69,87.09,3.69,20.40,63.00,1.45,3.20,0.17,42.47,35.66,44.50,2.65,5.44,4.15,3.72,1.65,192.53,3.34,68.27,92.74,2024-05-06 06:00:00
7~8,6.81,59.44,7.85,40.70,0.13,0.02,18.01,1.99,0.61,89.73,3.75,21.22,64.76,1.44,3.33,0.00,44.58,29.22,50.60,2.60,5.75,5.04,1.69,3.49,201.73,4.31,70.94,95.13,2024-05-06 07:00:00
8~9,8.44,69.37,8.78,51.41,0.13,0.02,38.80,2.20,1.51,101.92,6.75,25.38,69.79,1.35,3.25,0.00,49.17,33.40,66.66,2.40,6.68,8.25,0.00,4.02,229.98,16.97,73.67,106.12,2024-05-06 08:00:00
9~10,13.06,83.09,9.90,59.94,0.13,0.02,47.20,6.74,1.54,123.95,7.41,32.86,83.68,1.30,4.22,0.00,46.83,32.18,78.53,2.88,6.14,9.22,0.00,3.50,259.09,28.25,78.80,117.19,2024-05-06 09:00:00
10~11,13.50,113.42,12.92,67.00,0.15,0.02,49.83,7.29,1.56,136.54,11.03,38.91,86.60,1.51,4.28,0.00,45.52,31.80,46.53,3.47,7.19,11.15,0.00,8.94,277.38,29.38,80.84,130.88,2024-05-06 10:00:00
11~12,14.63,126.25,14.44,67.97,0.15,0.02,50.13,8.06,1.54,141.55,12.13,41.76,87.66,1.38,5.29,0.00,46.92,34.49,49.71,3.90,6.37,10.69,0.00,15.95,282.12,28.84,84.50,133.69,2024-05-06 11:00:00
12~13,15.75,122.02,15.81,69.62,0.15,0.62,46.82,10.55,1.53,145.25,16.58,39.09,89.58,1.36,4.35,0.00,48.64,42.28,54.79,4.07,6.07,9.88,0.00,13.85,276.45,20.15,85.81,135.25,2024-05-06 12:00:00
13~14,15.43,121.57,17.23,72.68,0.15,0.70,61.91,12.78,1.51,148.82,19.10,40.72,89.00,1.49,4.25,0.00,50.34,36.19,103.78,4.00,5.75,12.31,0.00,4.07,281.48,18.44,86.61,141.56,2024-05-06 13:00:00
14~15,11.82,119.25,15.64,74.91,0.15,0.69,66.78,13.78,1.53,152.76,22.29,39.57,90.90,1.31,4.54,0.00,46.58,33.70,96.84,4.15,6.00,13.35,0.00,3.60,288.04,20.47,85.79,146.38,2024-05-06 14:00:00
15~16,11.00,120.99,12.94,72.64,0.16,0.69,63.21,12.86,1.60,148.70,21.65,39.38,87.67,1.47,5.55,0.00,39.82,31.03,48.25,4.50,6.13,13.09,0.00,11.42,290.82,24.32,86.14,145.56,2024-05-06 15:00:00
16~17,13.75,113.73,12.09,69.53,0.15,0.14,54.17,12.64,1.73,143.66,20.16,36.53,86.97,1.59,5.37,0.00,44.73,31.68,44.41,3.69,5.51,10.75,0.00,11.97,289.95,21.28,84.85,144.94,2024-05-06 16:00:00
17~18,12.81,113.15,12.90,60.26,0.15,0.07,87.36,12.20,1.59,142.93,16.90,37.49,88.54,1.54,5.17,0.11,47.59,37.72,53.94,3.31,5.31,7.47,0.28,3.93,267.15,5.87,83.72,139.56,2024-05-06 17:00:00
18~19,18.44,95.72,10.68,49.36,0.40,0.10,104.14,13.74,1.68,132.17,11.82,38.09,82.26,2.07,4.24,0.17,52.01,43.89,56.53,3.03,4.00,6.40,4.36,0.97,245.07,5.72,80.78,126.31,2024-05-06 18:00:00
19~20,17.00,89.44,10.61,41.66,0.42,0.10,98.09,10.41,1.73,134.23,16.00,37.30,80.93,2.70,4.47,0.17,55.59,49.93,61.34,2.97,3.57,5.76,4.34,0.79,231.46,5.32,76.53,119.69,2024-05-06 19:00:00
20~21,17.18,84.75,10.53,37.80,0.41,0.10,86.67,9.01,1.67,130.44,14.75,36.85,78.84,2.60,5.27,0.16,57.35,46.04,71.31,2.94,3.13,5.24,4.31,1.22,223.79,4.06,75.40,114.31,2024-05-06 20:00:00
21~22,16.50,81.06,10.46,35.92,0.41,0.11,71.49,8.83,1.66,122.60,12.84,34.97,74.79,2.56,5.20,0.17,69.81,49.21,143.47,3.03,3.12,4.82,4.31,1.33,218.97,4.12,75.26,111.31,2024-05-06 21:00:00
22~23,23.07,76.54,6.36,34.33,0.40,0.09,17.18,6.32,1.67,113.96,13.10,32.84,68.02,2.60,5.40,0.17,74.56,59.46,140.97,2.94,3.13,5.18,4.28,0.94,213.27,4.34,73.56,106.63,2024-05-06 22:00:00
23~24,23.62,76.58,6.24,33.17,0.41,0.09,13.07,4.30,1.69,105.45,8.87,29.94,66.64,2.30,5.24,0.16,74.61,65.47,152.59,2.94,3.19,5.00,4.29,0.80,205.37,3.53,72.07,102.06,2024-05-06 23:00:00
0~1,16.50,70.60,6.17,31.41,0.41,0.11,12.36,3.02,1.65,96.50,4.87,28.25,63.38,2.10,4.42,0.17,79.92,62.31,117.81,2.81,3.06,5.15,4.27,1.18,200.98,3.75,71.69,97.06,2024-05-07 00:00:00
1~2,13.19,67.34,6.37,31.55,0.40,0.12,12.45,2.92,1.67,94.50,4.22,25.97,64.31,1.27,3.03,0.17,68.08,46.08,63.97,2.78,3.12,4.45,4.28,0.87,195.77,3.50,70.14,94.50,2024-05-07 01:00:00
2~3,13.06,64.60,6.48,31.13,0.41,0.11,12.58,2.92,1.65,95.24,4.50,25.04,65.70,1.32,3.22,0.16,66.22,38.13,127.16,2.75,3.07,4.12,4.28,1.07,195.12,3.67,70.21,93.13,2024-05-07 02:00:00
3~4,9.19,64.15,6.05,31.44,0.40,0.11,12.79,2.90,1.69,91.86,3.88,24.70,63.28,1.31,2.85,0.17,55.58,34.10,80.65,2.75,3.12,4.34,4.28,0.76,193.40,3.74,69.56,92.37,2024-05-07 03:00:00
4~5,7.50,62.60,6.10,31.21,0.40,0.02,13.67,2.64,1.69,91.72,4.34,25.07,62.31,1.38,2.75,0.17,50.95,35.52,43.04,2.75,3.06,4.66,4.27,1.20,191.87,3.62,69.97,90.69,2024-05-07 04:00:00
5~6,7.62,62.88,6.69,31.04,0.27,0.02,13.63,2.56,1.54,90.22,3.25,24.57,62.40,1.56,3.19,0.17,46.53,32.84,39.50,2.69,3.25,4.07,4.05,0.75,191.05,3.54,69.38,90.44,2024-05-07 05:00:00
6~7,7.07,64.68,6.28,33.90,0.13,0.04,15.03,2.09,0.70,92.11,3.44,24.33,64.34,1.25,3.11,0.07,44.43,29.31,40.84,2.72,5.44,4.40,3.73,2.56,198.10,6.84,69.29,93.19,2024-05-07 06:00:00
7~8,6.81,63.22,7.12,39.01,0.14,0.01,19.82,2.00,0.63,95.19,2.88,26.25,66.06,1.26,3.20,0.00,44.74,29.83,41.78,2.72,5.57,4.44,1.67,2.93,204.42,8.53,69.58,95.87,2024-05-07 07:00:00
8~9,10.12,69.47,8.62,50.92,0.13,0.03,40.34,5.84,1.57,112.65,5.59,32.97,74.09,1.26,3.14,0.00,44.63,34.43,56.16,2.68,6.44,6.90,0.00,3.32,228.71,21.72,72.67,103.88,2024-05-07 08:00:00
9~10,9.38,81.97,10.33,60.15,0.13,0.02,48.20,3.49,1.63,127.47,10.65,36.16,80.66,1.22,3.38,0.00,42.04,39.46,70.94,2.94,6.44,8.07,0.00,3.58,259.72,28.19,82.75,114.93,2024-05-07 09:00:00
10~11,10.19,99.46,13.98,66.28,0.15,0.06,51.59,8.85,1.56,139.12,12.47,42.37,84.28,1.25,5.80,0.00,41.41,37.09,43.44,3.00,6.50,8.68,0.00,9.13,272.17,28.24,82.95,125.69,2024-05-07 10:00:00
11~12,14.37,107.79,14.67,68.43,0.15,0.08,52.68,11.44,0.85,141.14,10.90,43.30,86.94,1.55,6.05,0.00,43.63,34.13,45.74,3.13,6.62,8.88,0.00,15.39,270.28,23.98,85.49,125.50,2024-05-07 11:00:00
12~13,13.13,109.19,14.81,64.17,0.15,0.05,53.79,15.53,0.65,138.64,12.10,38.53,88.01,1.23,5.69,0.00,43.13,30.83,48.63,3.15,6.25,7.88,0.00,13.82,265.14,16.25,87.79,126.63,2024-05-07 12:00:00
13~14,14.06,108.81,15.86,68.55,0.16,0.07,59.38,14.93,0.67,146.13,20.04,38.61,87.48,1.48,5.91,0.00,41.83,30.91,42.59,3.19,6.08,9.84,0.00,5.57,273.08,16.21,88.72,133.19,2024-05-07 13:00:00
14~15,13.12,114.72,18.45,69.64,0.16,0.77,63.98,15.58,0.63,147.03,17.18,38.32,91.53,1.25,6.57,0.00,35.52,31.62,65.35,3.34,6.37,9.69,0.00,3.70,278.36,15.57,89.02,138.87,2024-05-07 14:00:00
15~16,10.13,108.90,16.28,64.80,0.16,0.39,59.38,14.56,0.59,146.72,18.50,37.56,90.66,1.58,6.38,0.00,35.74,29.51,52.31,3.66,6.25,9.12,0.00,11.42,282.06,18.50,87.32,141.44,2024-05-07 15:00:00
16~17,12.25,105.19,16.40,60.34,0.16,0.06,46.54,12.77,0.73,149.04,16.69,38.36,93.99,1.39,6.11,0.00,36.22,30.09,45.65,3.34,5.51,7.85,0.00,14.11,275.81,16.84,87.30,138.94,2024-05-07 16:00:00
17~18,13.87,102.56,14.96,53.92,0.15,0.05,77.30,12.39,1.12,140.49,14.75,36.78,88.96,1.27,6.19,0.07,42.39,32.06,45.73,3.19,5.19,5.09,0.19,0.75,254.70,6.66,83.30,132.81,2024-05-07 17:00:00
18~19,15.82,92.50,14.71,45.97,0.39,0.11,83.50,10.06,1.65,132.59,15.31,33.74,83.54,1.82,6.21,0.16,48.29,33.68,52.33,2.84,3.87,4.34,4.36,1.11,236.04,4.88,78.14,122.00,2024-05-07 18:00:00
19~20,16.93,84.26,10.94,39.50,0.41,0.10,77.29,5.90,1.62,127.92,15.57,31.21,81.14,2.33,4.32,0.17,49.08,37.14,58.07,2.47,3.50,4.22,4.33,0.75,222.73,4.28,75.61,113.81,2024-05-07 19:00:00
20~21,17.07,79.30,7.63,36.76,0.40,0.10,71.43,6.01,1.67,124.48,15.59,29.73,79.16,2.03,4.87,0.17,54.51,47.85,66.69,2.50,3.07,3.78,4.31,0.98,217.05,3.30,74.87,110.25,2024-05-07 20:00:00
21~22,19.37,75.88,6.42,34.40,0.41,0.12,59.06,6.25,1.67,125.84,15.68,30.12,80.04,2.02,4.18,0.17,65.85,55.31,135.00,2.47,3.06,3.65,4.29,0.71,210.85,4.44,73.43,104.81,2024-05-07 21:00:00
22~23,16.56,72.87,6.90,32.99,0.40,0.11,14.39,5.05,1.65,119.68,13.41,26.97,79.30,1.92,2.73,0.16,71.00,65.53,150.06,2.47,3.00,3.88,4.28,1.18,209.76,3.75,74.60,102.69,2024-05-07 22:00:00
23~24,17.82,67.25,6.72,32.43,0.40,0.11,10.98,4.77,1.63,114.52,10.72,27.47,76.33,1.88,3.14,0.17,80.94,54.78,154.82,2.53,2.87,3.47,4.27,0.79,205.52,3.72,74.12,99.56,2024-05-07 23:00:00
0~1,21.43,63.60,6.06,30.72,0.40,0.09,11.04,4.77,1.63,106.19,6.09,26.29,73.81,1.62,3.02,0.17,88.82,53.23,102.40,2.50,2.69,3.21,4.27,0.97,202.65,3.53,73.56,97.81,2024-05-08 00:00:00
1~2,15.75,62.46,6.21,30.82,0.40,0.09,10.36,4.58,1.68,95.61,4.78,22.88,67.95,1.32,2.78,0.17,67.87,55.68,130.91,2.47,2.75,2.57,4.27,0.92,200.43,3.28,71.47,97.25,2024-05-08 01:00:00
2~3,9.00,62.48,6.22,30.64,0.40,0.12,10.78,4.28,1.69,90.51,3.85,22.38,64.28,1.21,3.17,0.16,53.47,38.28,83.06,2.50,2.75,2.72,4.27,1.57,193.99,3.47,69.25,94.19,2024-05-08 02:00:00
3~4,7.50,60.47,6.10,30.41,0.40,0.11,11.13,3.93,1.64,90.21,3.19,22.66,64.36,1.14,3.20,0.17,52.06,33.25,42.59,2.47,2.75,3.19,4.27,0.78,194.73,3.56,69.47,94.06,2024-05-08 03:00:00
4~5,7.57,60.05,6.22,30.52,0.40,0.04,12.42,3.58,1.64,88.60,2.74,22.46,63.40,1.15,3.00,0.17,46.92,30.77,38.44,2.47,2.75,3.43,4.28,0.94,194.42,3.70,69.81,93.88,2024-05-08 04:00:00
5~6,7.18,59.79,6.08,30.81,0.25,0.00,12.39,3.49,1.51,89.87,3.06,22.60,64.21,1.01,2.80,0.17,43.20,28.36,36.85,2.56,2.94,3.60,2.14,0.71,192.92,3.53,68.84,93.06,2024-05-08 05:00:00
6~7,7.00,61.00,6.42,32.82,0.14,0.06,11.64,3.17,0.68,90.83,2.95,22.43,65.45,1.31,2.95,0.11,41.67,28.78,43.50,2.63,5.37,3.19,0.00,1.73,199.45,3.27,69.94,97.19,2024-05-08 06:00:00
7~8,7.75,61.94,6.93,37.06,0.13,0.03,16.71,3.16,0.62,94.13,2.90,23.47,67.76,1.24,3.13,0.00,43.04,28.46,73.34,2.62,5.57,3.84,0.00,2.59,203.49,6.41,69.35,98.12,2024-05-08 07:00:00
8~9,11.00,73.09,9.23,48.67,0.13,0.04,34.62,4.95,0.60,108.90,4.47,30.72,73.71,1.63,3.21,0.00,42.36,32.76,50.16,3.03,6.51,7.60,0.00,3.91,227.35,16.16,72.99,107.81,2024-05-08 08:00:00
9~10,10.19,87.44,11.17,57.13,0.14,0.04,47.59,8.97,0.60,127.72,7.03,39.31,81.38,1.38,3.90,0.00,43.47,31.53,43.50,3.13,6.75,11.78,0.00,3.36,245.75,17.22,79.55,114.81,2024-05-08 09:00:00
10~11,10.31,108.65,11.23,63.60,0.15,0.02,54.42,8.64,0.62,144.86,18.00,39.42,87.44,1.37,6.49,0.00,43.76,28.67,49.93,3.53,6.31,13.12,0.00,9.04,252.46,13.34,81.71,120.45,2024-05-08 10:00:00
11~12,15.69,102.76,11.47,65.55,0.15,0.08,62.14,9.86,0.66,149.42,17.28,37.72,94.42,1.60,5.61,0.00,40.55,33.52,38.57,3.90,6.01,11.78,0.00,15.68,264.28,20.06,85.60,122.37,2024-05-08 11:00:00
12~13,13.00,106.00,11.94,62.04,0.14,0.03,62.33,10.36,0.63,145.44,17.41,39.10,88.93,1.45,5.39,0.00,45.38,43.17,47.18,3.35,6.37,11.19,0.00,14.13,266.90,19.82,86.55,124.37,2024-05-08 12:00:00
13~14,12.50,107.12,14.37,62.72,0.14,0.04,78.61,9.33,0.63,150.41,18.25,38.43,93.73,1.34,6.03,0.00,41.77,32.02,47.88,3.31,5.75,12.82,0.00,3.96,268.46,15.94,84.84,131.76,2024-05-08 13:00:00
14~15,12.56,109.49,16.47,69.28,0.15,0.82,74.84,11.72,0.62,144.02,18.34,37.40,88.28,1.38,5.82,0.00,36.42,29.64,46.09,3.47,6.07,12.56,0.00,4.03,268.44,14.84,84.68,132.18,2024-05-08 14:00:00
15~16,13.32,111.79,15.46,64.70,0.16,1.21,68.98,12.96,0.67,141.44,14.81,36.45,90.18,1.41,3.33,0.00,42.57,26.13,64.43,3.06,6.31,11.87,0.00,16.47,267.22,15.19,85.96,130.94,2024-05-08 15:00:00
16~17,11.12,102.28,15.33,59.96,0.14,1.24,65.33,9.98,0.73,133.36,13.72,33.85,85.79,1.64,4.18,0.00,42.84,27.34,74.01,3.03,5.25,8.56,0.00,14.43,257.13,13.38,85.65,123.81,2024-05-08 16:00:00
17~18,14.31,100.03,13.63,53.43,0.15,0.21,95.41,10.40,1.13,131.59,11.35,33.62,86.62,1.44,3.96,0.08,40.04,36.01,42.34,3.03,5.19,5.12,0.29,1.33,242.25,7.84,80.58,121.63,2024-05-08 17:00:00
18~19,18.00,90.82,11.39,44.56,0.40,0.11,115.18,12.26,1.68,127.42,14.31,29.59,83.52,1.63,3.61,0.17,49.70,41.77,49.22,3.00,3.87,4.32,4.37,0.69,226.06,8.15,74.73,112.31,2024-05-08 18:00:00
19~20,18.25,81.06,9.33,39.83,0.40,0.11,103.35,9.77,1.69,123.09,17.00,25.50,80.59,1.83,4.21,0.17,49.55,44.99,49.41,2.88,3.25,4.09,4.32,0.73,219.54,10.10,71.92,108.50,2024-05-08 19:00:00
20~21,17.82,76.47,9.43,36.01,0.40,0.12,97.05,6.95,1.64,118.81,15.75,26.63,76.43,1.76,4.07,0.17,51.19,45.91,121.59,2.78,2.63,3.53,4.30,1.24,208.78,9.62,71.45,99.56,2024-05-08 20:00:00
21~22,17.00,73.02,8.23,35.70,0.40,0.11,76.62,5.57,1.63,118.85,14.93,27.18,76.74,2.07,3.34,0.16,52.98,47.69,122.35,2.81,2.68,3.32,4.30,1.37,200.49,7.72,69.45,94.81,2024-05-08 21:00:00
22~23,22.93,69.76,6.87,34.47,0.40,0.11,17.16,5.84,1.63,114.23,14.01,26.95,73.27,1.66,2.85,0.17,66.17,56.60,121.15,2.78,2.44,3.41,4.28,0.98,193.85,5.99,67.28,92.70,2024-05-08 22:00:00
23~24,22.75,67.68,6.48,32.62,0.40,0.11,13.01,4.43,1.65,107.91,10.72,24.63,72.56,1.54,2.73,0.17,65.01,62.47,143.69,2.82,2.13,3.18,4.27,1.01,188.18,6.32,66.47,88.12,2024-05-08 23:00:00
0~1,23.13,65.04,6.61,31.89,0.40,0.12,12.76,4.18,1.66,99.47,4.78,23.34,71.35,1.48,2.68,0.17,64.82,56.85,148.85,2.87,2.18,3.13,4.29,0.99,183.55,6.09,65.78,83.56,2024-05-09 00:00:00
1~2,12.37,64.28,6.07,31.11,0.40,0.12,11.16,3.77,1.68,95.51,3.18,23.47,68.86,1.15,2.48,0.16,55.56,49.02,105.30,2.88,2.13,2.87,4.27,0.72,181.57,6.04,66.46,81.50,2024-05-09 01:00:00
2~3,9.75,63.96,6.58,30.39,0.40,0.13,11.57,3.68,1.63,90.86,2.76,23.66,64.44,1.18,2.63,0.17,45.12,37.21,48.84,2.78,2.19,2.91,4.28,0.97,178.28,5.78,64.78,80.81,2024-05-09 02:00:00
3~4,8.19,63.29,6.22,29.98,0.40,0.08,11.78,3.60,1.63,89.54,2.53,22.37,64.64,1.18,2.47,0.17,41.20,30.17,41.67,2.78,2.12,2.96,4.28,0.92,178.13,5.75,64.74,80.25,2024-05-09 03:00:00
4~5,8.00,61.84,6.48,29.66,0.40,0.01,12.99,3.20,1.64,86.99,2.50,21.25,63.24,1.17,2.56,0.17,36.61,29.57,40.47,2.69,2.13,3.19,4.27,0.97,174.73,5.60,63.85,78.38,2024-05-09 04:00:00
5~6,7.75,60.87,6.27,29.93,0.25,0.00,12.63,3.24,1.53,84.69,2.44,19.57,62.68,1.02,2.65,0.16,36.05,25.18,38.09,2.68,2.31,3.26,2.09,0.66,174.44,5.90,63.46,78.44,2024-05-09 05:00:00
6~7,10.31,60.25,6.32,31.37,0.13,0.05,11.43,3.76,0.68,86.14,2.34,20.15,63.65,1.31,2.44,0.08,31.98,24.27,60.34,2.79,4.37,3.31,0.00,2.27,179.86,5.87,64.69,81.75,2024-05-09 06:00:00
7~8,9.94,59.29,7.36,34.56,0.13,0.05,20.35,3.59,0.55,87.02,3.09,19.94,63.99,1.12,2.75,0.00,32.75,23.68,66.44,2.75,4.94,3.37,0.00,2.66,186.06,7.56,65.74,84.31,2024-05-09 07:00:00
8~9,9.69,66.28,10.34,42.77,0.13,0.02,70.69,3.74,0.61,99.92,4.44,26.57,68.91,1.41,2.83,0.00,34.44,26.69,38.81,2.90,5.75,4.87,0.00,2.67,195.61,10.31,67.75,88.12,2024-05-09 08:00:00
9~10,9.56,72.97,9.22,47.50,0.13,0.02,78.21,4.29,0.63,111.98,6.72,31.55,73.71,1.11,3.45,0.00,34.08,27.60,39.66,2.94,5.76,6.34,0.00,5.18,222.10,18.94,73.38,96.06,2024-05-09 09:00:00
10~11,10.06,85.56,11.37,52.42,0.13,0.05,75.43,7.07,0.63,123.48,12.78,33.35,77.35,1.19,3.63,0.00,39.44,26.28,37.99,2.84,6.19,8.17,0.00,7.19,230.13,17.94,76.26,102.19,2024-05-09 10:00:00
11~12,9.94,91.84,13.80,54.56,0.13,0.05,74.41,7.91,0.59,134.30,16.75,36.05,81.50,1.15,3.51,0.00,36.28,28.95,64.94,2.66,5.81,7.87,0.00,13.79,238.91,15.00,82.66,106.32,2024-05-09 11:00:00
12~13,11.88,91.47,16.25,52.07,0.13,0.01,74.75,6.62,0.59,141.24,16.00,39.35,85.89,1.18,3.77,0.00,36.92,38.07,39.31,2.50,5.75,7.72,0.00,11.88,243.58,11.06,93.23,105.31,2024-05-09 12:00:00
13~14,14.37,93.10,14.60,56.79,0.14,0.04,79.15,6.35,0.59,139.67,17.18,40.75,81.74,1.34,4.69,0.00,38.10,36.45,40.85,2.69,6.25,10.25,0.00,3.06,254.75,15.60,96.72,107.49,2024-05-09 13:00:00
14~15,11.38,96.59,15.33,58.93,0.13,0.05,83.37,6.63,0.64,137.80,16.41,42.48,78.91,1.12,6.15,0.00,38.31,29.19,47.09,2.72,6.14,10.71,0.00,3.12,254.94,16.25,95.83,107.82,2024-05-09 14:00:00
