時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
5~6,7.31,57.53,7.38,30.69,0.37,0.12,---,1.90,1.46,84.36,3.00,20.42,60.94,0.89,2.25,0.17,27.97,23.72,38.25,2.21,3.57,2.60,4.38,0.91,160.03,3.32,55.41,81.44,2024-03-30 05:00:00
6~7,6.56,57.22,7.53,30.90,0.11,0.04,---,1.50,1.10,84.75,2.87,20.10,61.78,0.93,2.14,0.16,25.48,23.34,70.90,2.22,4.31,2.50,2.42,1.29,160.65,2.99,55.59,81.87,2024-03-30 06:00:00
7~8,6.69,56.37,7.16,30.49,0.11,0.06,---,1.60,0.64,85.34,3.00,20.65,61.69,1.38,2.12,0.17,25.03,24.34,104.22,2.22,4.37,2.87,0.30,1.58,161.76,3.26,55.19,83.19,2024-03-30 07:00:00
8~9,11.31,56.47,8.13,31.43,0.10,0.05,---,1.53,1.55,95.31,4.13,22.63,68.55,0.99,1.97,0.17,26.11,24.77,42.53,2.38,4.32,4.13,0.05,1.60,163.44,3.61,55.22,84.19,2024-03-30 08:00:00
9~10,10.94,58.66,8.04,33.12,0.10,0.04,---,1.47,1.54,99.94,5.10,23.16,71.68,1.00,2.08,0.16,26.01,26.49,29.12,2.34,4.43,5.34,0.00,1.65,163.24,4.45,55.08,83.37,2024-03-30 09:00:00
10~11,14.19,61.44,7.88,32.65,0.10,0.03,---,1.68,1.55,103.28,6.08,25.47,71.73,1.00,2.73,0.02,35.74,35.24,36.28,2.44,4.75,8.50,0.00,1.71,167.91,4.47,57.02,86.38,2024-03-30 10:00:00
11~12,14.69,62.74,7.52,34.36,0.09,0.02,---,2.14,1.57,106.14,6.28,26.98,72.88,1.27,2.97,0.00,38.17,32.60,42.39,2.31,5.75,10.03,0.00,1.84,176.99,5.12,58.84,92.37,2024-03-30 11:00:00
12~13,14.37,67.69,8.04,37.08,0.10,0.02,---,2.67,1.57,110.27,7.94,27.30,75.03,1.00,2.79,0.00,35.70,33.36,48.14,2.38,6.07,8.72,0.00,0.73,179.66,4.62,60.35,93.93,2024-03-30 12:00:00
13~14,14.50,71.06,9.08,38.18,0.09,0.02,---,1.92,1.53,115.15,7.19,30.23,77.73,1.04,2.75,0.00,37.82,31.06,78.04,2.31,5.69,9.51,0.00,1.09,190.02,10.91,61.12,95.51,2024-03-30 13:00:00
14~15,15.13,73.38,10.43,39.64,0.10,0.03,---,2.89,1.58,118.38,9.10,31.02,78.26,1.08,2.49,0.00,37.70,36.33,44.93,2.34,5.13,9.55,0.00,1.00,201.62,23.72,60.04,97.00,2024-03-30 14:00:00
15~16,16.68,73.59,9.40,38.49,0.11,0.03,---,5.03,1.56,118.84,9.47,31.01,78.36,0.96,2.73,0.14,34.99,31.77,41.63,2.35,5.00,9.35,0.00,0.83,197.46,20.78,59.82,96.25,2024-03-30 15:00:00
16~17,14.07,74.19,9.54,36.84,0.10,0.04,---,4.85,1.68,121.07,9.15,32.09,79.83,1.21,2.42,0.11,31.24,33.29,40.40,2.31,5.06,7.18,0.11,0.80,189.35,10.47,59.56,98.75,2024-03-30 16:00:00
17~18,13.06,74.56,8.38,36.80,0.17,0.05,---,5.31,1.95,118.08,8.10,30.44,79.54,1.01,2.86,0.17,34.78,32.34,44.98,2.22,5.06,4.70,4.07,1.03,177.47,3.65,59.30,93.99,2024-03-30 17:00:00
18~19,13.31,70.47,8.05,36.66,0.37,0.11,---,6.14,1.49,115.46,9.62,30.97,74.87,1.29,2.55,0.16,39.95,33.61,49.00,2.28,4.75,4.02,4.44,0.99,172.91,3.19,58.68,90.95,2024-03-30 18:00:00
19~20,12.44,68.38,7.34,35.41,0.37,0.10,---,6.48,1.47,113.11,9.69,30.86,72.56,1.24,2.31,0.17,47.36,37.56,53.81,2.31,4.44,3.53,4.42,0.74,168.92,3.22,57.63,87.80,2024-03-30 19:00:00
20~21,12.31,67.71,7.57,34.84,0.36,0.08,---,6.99,1.52,109.26,10.03,30.20,69.03,1.24,2.44,0.17,48.22,37.33,91.85,2.28,3.94,4.07,4.41,1.64,166.12,3.29,57.53,85.26,2024-03-30 20:00:00
21~22,16.00,68.69,6.94,34.09,0.36,0.09,---,6.20,1.50,103.12,10.09,25.93,67.10,1.45,2.26,0.16,48.45,43.10,182.46,2.25,3.94,3.94,4.39,0.99,165.68,3.43,57.19,84.68,2024-03-30 21:00:00
22~23,15.63,63.81,5.83,33.88,0.37,0.10,---,6.26,1.52,100.66,10.09,25.46,65.11,1.92,2.39,0.17,45.69,52.13,89.04,2.28,3.43,3.65,4.38,0.97,162.44,3.35,56.63,82.75,2024-03-30 22:00:00
23~24,15.12,59.13,5.69,33.32,0.36,0.11,---,6.39,1.47,93.30,8.63,23.14,61.53,1.03,2.33,0.16,53.98,49.58,134.78,2.28,3.44,2.79,4.37,0.76,160.52,3.31,55.75,81.94,2024-03-30 23:00:00
0~1,18.50,57.75,5.89,32.29,0.36,0.11,---,5.91,1.47,84.81,4.19,20.18,60.44,0.98,2.28,0.17,50.64,40.30,99.78,2.29,3.44,3.68,4.40,1.04,161.00,2.87,56.85,81.57,2024-03-31 00:00:00
1~2,15.19,56.57,5.80,32.31,0.36,0.11,---,2.61,1.50,86.65,3.74,20.83,62.08,0.96,2.27,0.17,44.33,37.12,81.55,2.25,3.50,3.09,4.39,1.20,159.30,3.03,56.06,80.37,2024-03-31 01:00:00
2~3,11.87,56.25,6.05,31.61,0.36,0.12,---,1.86,1.52,84.91,3.35,20.01,61.55,0.94,2.15,0.16,38.54,30.03,115.20,2.28,3.50,2.85,4.40,0.78,158.67,3.69,55.60,79.81,2024-03-31 02:00:00
3~4,8.13,54.05,5.64,30.67,0.36,0.12,---,1.81,1.50,84.63,3.38,20.40,60.85,0.96,2.27,0.17,31.76,24.85,47.72,2.28,3.50,3.25,4.40,0.98,158.60,3.16,56.58,78.94,2024-03-31 03:00:00
4~5,7.69,54.23,6.08,30.43,0.36,0.11,---,1.77,1.52,84.90,3.31,19.72,61.87,0.98,2.08,0.17,28.89,24.49,29.56,2.15,3.50,3.53,4.40,0.72,156.45,2.83,55.64,78.07,2024-03-31 04:00:00
5~6,7.31,53.58,5.94,30.46,0.35,0.12,---,1.83,1.44,84.79,3.19,20.19,61.41,1.35,2.31,0.16,26.78,23.91,27.43,2.22,3.50,3.03,4.39,1.58,155.66,3.19,55.40,77.18,2024-03-31 05:00:00
6~7,6.25,53.39,5.86,30.61,0.10,0.06,---,1.51,0.81,86.84,3.22,20.19,63.43,1.25,2.06,0.13,27.43,22.63,26.07,2.22,4.31,3.10,1.98,0.89,155.20,2.89,56.37,76.62,2024-03-31 06:00:00
7~8,6.37,53.99,5.84,30.47,0.10,0.06,---,1.37,0.73,86.50,3.18,19.65,63.67,1.50,2.36,0.15,24.66,21.65,31.13,2.19,4.25,3.56,0.52,0.93,155.68,3.27,56.06,76.57,2024-03-31 07:00:00
8~9,8.13,52.79,6.22,30.54,0.09,0.04,---,1.60,1.57,92.19,3.19,21.52,67.48,1.08,1.97,0.14,25.10,22.17,34.12,2.28,4.25,4.65,0.40,1.06,153.50,3.50,54.88,75.62,2024-03-31 08:00:00
9~10,8.81,52.84,7.40,31.01,0.09,0.03,---,1.40,1.55,96.53,4.84,19.84,71.85,1.07,2.14,0.00,25.64,23.34,52.28,2.19,4.64,7.22,0.00,0.69,155.96,2.88,56.29,76.75,2024-03-31 09:00:00
10~11,12.94,54.09,8.23,32.68,0.09,0.03,---,1.66,1.52,103.09,6.19,22.40,74.50,1.53,2.33,0.00,27.20,29.51,72.90,2.22,5.07,8.59,0.00,1.15,160.15,3.31,57.89,79.44,2024-03-31 10:00:00
11~12,12.19,54.94,8.25,35.01,0.09,0.01,---,1.80,1.55,107.58,6.88,24.97,75.73,1.05,2.74,0.00,31.84,32.78,59.19,2.22,5.44,9.22,0.00,0.70,167.17,3.50,60.49,82.44,2024-03-31 11:00:00
12~13,12.18,56.03,8.47,37.34,0.09,0.01,---,2.00,1.53,109.66,6.56,26.26,76.84,1.39,3.12,0.00,36.59,28.90,41.78,2.18,5.62,9.25,0.00,0.99,172.44,3.28,61.23,87.18,2024-03-31 12:00:00
13~14,12.19,62.68,8.40,37.16,0.09,0.02,---,3.06,1.53,113.02,6.78,27.50,78.74,1.02,2.81,0.00,36.33,33.91,43.34,2.32,5.20,10.04,0.00,1.36,179.17,3.66,60.90,93.13,2024-03-31 13:00:00
14~15,11.69,66.88,7.91,36.74,0.09,0.02,---,5.98,1.55,116.36,7.32,29.57,79.47,1.10,2.88,0.00,39.37,33.38,45.98,2.34,5.20,9.33,0.00,0.97,182.21,3.02,61.93,95.38,2024-03-31 14:00:00
15~16,12.12,68.22,7.80,36.79,0.10,0.03,---,8.08,1.58,120.57,8.58,30.66,81.33,1.71,2.85,0.10,34.91,28.03,58.52,2.28,5.13,9.35,0.31,0.93,183.20,3.88,60.20,96.37,2024-03-31 15:00:00
16~17,11.50,67.38,8.18,34.94,0.10,0.03,---,5.19,1.68,111.10,8.28,28.06,74.76,1.44,2.20,0.16,36.48,32.24,58.75,2.34,4.50,6.85,0.81,0.91,168.76,3.91,55.98,86.68,2024-03-31 16:00:00
17~18,13.07,69.59,8.00,35.22,0.16,0.05,---,5.05,1.92,109.69,8.10,26.85,74.74,1.24,2.21,0.17,36.52,35.99,53.04,2.38,4.13,4.43,4.50,0.69,159.68,2.84,56.20,79.82,2024-03-31 17:00:00
18~19,17.37,67.53,6.96,34.41,0.37,0.10,---,5.76,1.50,105.81,8.10,24.90,72.81,1.63,2.44,0.16,37.83,32.05,50.28,2.31,4.00,3.72,4.48,1.00,155.33,3.09,55.76,77.31,2024-03-31 18:00:00
19~20,23.69,66.01,6.12,33.52,0.36,0.10,---,5.96,1.47,107.50,8.62,24.38,74.50,1.43,2.30,0.16,41.01,38.92,84.50,2.28,3.69,4.22,4.45,0.92,154.46,3.38,55.85,75.07,2024-03-31 19:00:00
20~21,21.81,67.43,6.19,33.23,0.38,0.10,---,5.88,1.48,99.91,8.94,23.66,67.31,1.67,2.37,0.17,46.74,52.05,134.82,2.25,3.38,4.06,4.43,1.00,153.29,2.88,56.53,74.37,2024-03-31 20:00:00
21~22,18.88,68.19,6.23,32.98,0.40,0.11,---,6.97,1.45,100.76,10.75,24.02,65.99,1.58,2.54,0.17,62.30,46.30,104.64,2.28,3.37,4.13,4.41,0.95,153.29,3.66,56.36,73.63,2024-03-31 21:00:00
22~23,28.81,62.99,6.07,32.49,0.40,0.10,---,5.78,1.50,97.04,10.65,22.73,63.66,1.14,2.57,0.17,52.35,50.46,148.25,2.29,3.44,3.93,4.38,1.43,154.04,3.09,57.04,74.12,2024-03-31 22:00:00
23~24,23.81,60.16,6.09,32.19,0.41,0.11,---,5.37,1.46,96.84,10.04,22.21,64.59,1.03,2.18,0.16,50.23,51.45,90.91,2.28,3.44,3.54,4.40,1.20,155.37,2.84,57.04,75.50,2024-03-31 23:00:00
0~1,13.94,60.25,6.44,32.34,0.40,0.11,---,4.73,1.46,92.55,7.34,21.47,63.74,1.17,2.50,0.17,54.82,47.37,137.32,2.31,3.37,3.75,4.39,0.85,154.69,2.91,57.66,74.69,2024-04-01 00:00:00
1~2,11.81,58.88,6.25,31.51,0.41,0.12,---,4.43,1.47,90.18,6.06,21.19,62.93,0.93,2.13,0.17,47.88,37.25,72.43,2.28,3.50,3.16,4.40,0.98,151.66,3.37,56.07,72.62,2024-04-01 01:00:00
2~3,12.63,57.44,6.26,30.62,0.41,0.12,---,3.89,1.48,86.85,4.91,20.85,61.09,1.03,2.26,0.16,36.93,30.57,32.03,2.25,3.44,3.68,4.42,0.77,148.75,2.97,55.37,70.94,2024-04-01 02:00:00
3~4,13.87,55.81,6.10,29.87,0.41,0.10,---,3.84,1.49,83.36,3.03,20.05,60.28,0.99,2.38,0.17,29.19,26.37,28.51,2.31,3.44,3.18,4.43,1.11,146.60,2.85,54.85,69.31,2024-04-01 03:00:00
4~5,8.19,55.69,6.31,29.42,0.41,0.12,---,3.81,1.48,83.31,2.93,20.42,59.96,0.93,2.45,0.16,27.75,22.93,28.24,2.25,3.50,3.04,4.41,0.97,147.02,3.21,54.72,69.87,2024-04-01 04:00:00
5~6,7.31,55.56,5.97,29.12,0.42,0.11,---,3.84,1.46,83.72,2.91,20.59,60.22,0.90,2.29,0.17,24.79,22.47,52.48,2.25,3.56,2.62,4.40,0.84,147.30,3.50,54.92,69.45,2024-04-01 05:00:00
6~7,7.13,56.66,6.09,30.80,0.15,0.05,---,2.80,0.82,84.05,2.78,20.08,61.19,1.17,2.06,0.17,22.98,20.89,45.31,2.22,4.63,2.78,2.04,2.45,147.41,3.19,54.54,69.56,2024-04-01 06:00:00
7~8,7.25,58.31,6.45,34.34,0.14,0.07,---,2.75,0.59,87.53,3.10,21.79,62.64,1.41,2.13,0.06,22.66,20.41,27.62,2.22,4.50,3.32,0.00,2.07,150.00,3.10,56.01,70.19,2024-04-01 07:00:00
8~9,7.18,63.84,6.89,39.83,0.14,0.07,---,2.72,1.53,92.51,4.37,22.78,65.36,1.00,2.04,0.00,24.54,23.90,31.72,2.22,4.87,5.66,0.00,3.02,156.65,4.77,58.81,72.06,2024-04-01 08:00:00
9~10,10.38,73.72,9.20,46.13,0.15,0.06,---,2.57,1.55,103.08,5.57,25.88,71.63,0.99,2.99,0.00,23.82,21.27,36.19,2.50,5.75,7.27,0.00,2.16,172.20,11.60,63.22,75.56,2024-04-01 09:00:00
10~11,8.50,78.03,11.40,47.58,0.15,0.06,---,2.90,1.80,116.29,7.72,32.65,75.92,1.01,3.43,0.00,23.86,23.01,37.81,2.44,6.00,9.60,0.00,2.94,190.37,13.71,67.21,87.37,2024-04-01 10:00:00
11~12,11.00,84.29,11.29,49.79,0.15,0.05,---,3.07,1.55,128.46,7.90,35.71,84.85,1.04,3.39,0.00,29.01,33.74,48.41,2.72,6.25,9.40,0.00,3.08,203.69,10.22,80.75,89.94,2024-04-01 11:00:00
12~13,12.81,86.37,12.71,51.01,0.14,0.03,---,3.90,1.55,129.90,9.85,37.52,82.53,1.16,3.61,0.00,36.66,26.82,75.15,2.93,6.64,9.32,0.00,2.90,207.29,8.19,81.32,94.69,2024-04-01 12:00:00
13~14,12.44,88.59,12.07,53.60,0.15,0.04,---,4.68,1.56,131.91,13.21,36.29,82.41,0.95,3.66,0.00,36.55,26.84,44.97,2.91,6.51,9.31,0.00,3.79,216.44,9.66,82.87,99.38,2024-04-01 13:00:00
14~15,9.50,92.68,12.43,56.07,0.15,0.06,---,4.76,1.53,134.97,11.76,36.58,86.63,1.02,3.55,0.00,33.01,24.79,34.97,2.75,6.00,9.19,0.00,2.81,222.14,8.72,82.62,106.18,2024-04-01 14:00:00
15~16,11.19,96.44,12.72,55.13,0.16,0.06,---,4.28,1.55,134.64,11.96,35.06,87.62,1.06,3.50,0.00,33.42,25.55,38.00,2.75,6.32,8.78,0.00,7.26,217.95,6.38,81.26,106.13,2024-04-01 15:00:00
16~17,9.87,99.54,12.30,53.97,0.15,0.06,---,4.28,1.69,129.57,13.35,33.27,82.95,1.09,3.51,0.00,35.06,27.90,62.56,2.69,5.50,8.09,0.14,5.04,217.80,6.62,82.17,103.87,2024-04-01 16:00:00
17~18,11.75,94.40,12.62,52.21,0.22,0.08,---,4.53,1.99,126.45,11.72,32.51,82.22,1.57,3.47,0.11,43.25,28.16,37.22,2.72,5.12,5.47,4.14,1.93,217.06,5.22,83.04,106.13,2024-04-01 17:00:00
18~19,17.31,94.03,10.23,44.35,0.42,0.09,---,5.07,1.51,123.52,11.46,29.75,82.31,1.30,3.57,0.17,41.67,36.92,77.57,2.68,4.88,4.76,4.47,0.90,209.94,3.94,85.41,99.62,2024-04-01 18:00:00
19~20,16.19,85.88,9.98,41.09,0.41,0.12,---,4.71,1.54,121.86,13.94,27.00,80.92,1.48,3.79,0.17,45.75,43.17,130.43,2.50,4.56,4.09,4.44,0.96,210.47,3.53,89.90,96.51,2024-04-01 19:00:00
20~21,16.69,75.19,10.04,36.94,0.41,0.12,---,4.17,1.59,119.04,13.41,28.00,77.63,1.29,3.89,0.16,50.93,44.17,64.41,2.41,3.75,4.03,4.41,0.71,195.28,3.25,79.06,92.74,2024-04-01 20:00:00
21~22,20.75,69.94,10.21,33.41,0.40,0.12,---,3.75,1.58,114.46,12.43,27.63,74.40,1.41,3.78,0.17,46.91,41.38,117.68,2.37,3.50,3.71,4.40,0.97,188.04,3.62,73.39,90.94,2024-04-01 21:00:00
22~23,21.87,68.25,7.37,32.09,0.41,0.12,---,3.55,1.58,109.46,9.28,27.96,72.22,1.21,3.52,0.17,57.93,51.98,128.63,2.38,3.44,3.72,4.38,1.03,186.92,4.09,73.35,89.87,2024-04-01 22:00:00
23~24,29.19,65.87,6.83,31.26,0.40,0.12,---,3.45,1.58,103.08,6.41,26.08,70.59,1.01,2.77,0.16,67.58,59.84,142.56,2.37,3.50,3.28,4.39,1.05,183.07,2.79,72.23,87.94,2024-04-01 23:00:00
0~1,20.94,66.72,7.29,30.18,0.41,0.12,---,2.85,1.61,103.67,6.38,27.30,69.99,1.54,2.40,0.17,53.95,51.64,96.06,2.41,3.44,2.88,4.40,1.57,178.34,3.25,73.15,82.50,2024-04-02 00:00:00
1~2,14.56,65.87,7.27,29.33,0.40,0.12,---,2.12,1.57,96.93,6.19,24.16,66.58,1.02,2.51,0.17,44.54,40.49,137.63,2.44,3.50,2.81,4.40,0.93,174.02,3.15,71.88,79.13,2024-04-02 01:00:00
2~3,10.50,64.85,6.75,29.48,0.41,0.12,---,2.12,1.59,96.56,5.78,23.80,66.98,1.14,2.13,0.16,39.78,32.13,79.38,2.34,3.56,2.69,4.39,0.98,174.64,3.22,71.72,80.19,2024-04-02 02:00:00
3~4,8.06,62.63,6.45,29.20,0.40,0.09,---,1.94,1.57,95.67,5.28,23.10,67.29,1.04,2.37,0.17,37.21,29.39,33.22,2.41,3.50,3.15,4.41,0.75,174.83,2.85,72.34,79.75,2024-04-02 03:00:00
4~5,7.32,63.93,6.75,29.27,0.41,0.01,---,2.10,1.62,91.68,2.71,22.41,66.56,1.00,2.15,0.17,33.14,24.41,28.52,2.40,3.56,3.10,4.40,0.94,174.35,3.12,71.64,79.43,2024-04-02 04:00:00
5~6,7.25,62.90,6.59,28.89,0.39,0.01,---,2.06,1.55,90.25,2.72,22.31,65.22,1.12,2.29,0.16,32.18,23.98,29.51,2.47,3.56,2.82,4.40,1.07,173.89,2.93,72.17,79.06,2024-04-02 05:00:00
6~7,6.25,63.72,6.55,30.83,0.14,0.06,---,1.46,0.86,90.79,2.53,22.25,66.01,1.20,2.30,0.14,31.49,24.11,30.40,2.50,4.69,2.87,1.93,1.52,176.12,3.60,72.33,79.51,2024-04-02 06:00:00
7~8,7.00,64.50,7.12,34.68,0.14,0.04,---,1.46,0.60,93.69,2.73,23.78,67.18,1.26,2.36,0.00,32.60,21.87,62.31,2.44,4.75,3.24,0.00,2.43,176.87,3.16,71.27,81.49,2024-04-02 07:00:00
8~9,10.18,68.01,8.76,43.30,0.13,0.05,---,2.36,1.53,104.59,4.46,28.57,71.56,0.99,2.72,0.00,31.97,25.43,37.94,2.59,5.50,5.07,0.00,4.41,188.80,5.97,73.64,85.32,2024-04-02 08:00:00
9~10,13.19,80.25,11.66,49.44,0.14,0.06,---,4.19,1.55,119.20,7.91,31.60,79.69,1.26,3.33,0.00,38.12,27.76,45.66,2.91,6.69,7.53,0.00,3.37,211.38,8.13,80.77,95.62,2024-04-02 09:00:00
10~11,10.25,84.50,13.16,56.25,0.13,0.05,---,5.22,1.58,132.23,8.25,35.62,88.36,1.04,4.49,0.00,33.33,31.22,35.78,2.72,7.06,8.81,0.00,5.89,230.75,8.93,85.66,107.50,2024-04-02 10:00:00
11~12,12.88,97.68,12.88,59.62,0.14,0.17,---,7.29,1.58,138.92,7.81,39.69,91.42,1.25,5.56,0.00,33.58,28.81,38.06,2.69,7.38,8.53,0.00,14.12,242.99,8.75,92.85,110.19,2024-04-02 11:00:00
12~13,14.06,99.13,13.52,60.26,0.15,0.22,---,8.44,1.62,138.40,7.15,40.52,90.73,1.27,4.75,0.00,39.92,31.64,42.03,2.62,7.06,9.23,0.00,13.99,247.15,9.44,93.38,111.94,2024-04-02 12:00:00
13~14,15.19,102.37,13.85,63.14,0.14,0.08,---,11.11,1.59,152.29,16.32,42.94,93.03,1.01,4.93,0.00,38.59,40.48,54.56,2.75,6.76,10.37,0.00,4.50,265.89,17.56,94.16,121.50,2024-04-02 13:00:00
14~15,15.31,105.13,14.06,68.11,0.14,0.06,---,9.43,1.61,157.91,16.94,46.29,94.68,1.23,5.64,0.00,33.38,39.19,62.91,2.60,7.12,9.59,0.00,9.34,266.60,15.91,97.10,121.25,2024-04-02 14:00:00
15~16,13.19,104.87,13.89,67.41,0.14,0.05,---,9.46,1.61,157.30,19.28,44.12,93.90,1.05,5.30,0.00,34.57,30.62,40.44,2.62,6.88,9.78,0.00,17.15,257.38,9.97,93.22,121.62,2024-04-02 15:00:00
16~17,12.81,107.82,15.09,63.58,0.15,0.06,---,8.31,1.72,148.86,19.06,37.79,92.01,1.10,5.28,0.09,40.20,33.05,43.68,2.72,5.62,9.53,0.34,15.38,256.69,8.68,94.63,119.69,2024-04-02 16:00:00
17~18,16.62,98.94,14.55,57.98,0.20,0.06,---,9.45,2.05,141.02,16.69,34.91,89.42,1.16,4.24,0.17,38.68,39.64,46.29,2.62,5.39,5.95,4.48,0.94,244.05,5.26,91.80,116.44,2024-04-02 17:00:00
18~19,21.82,95.84,13.52,48.10,0.41,0.12,---,8.32,1.64,130.24,15.97,31.21,83.06,1.57,3.75,0.17,52.43,47.74,55.19,2.54,5.06,4.87,4.46,1.50,226.10,3.84,84.73,107.06,2024-04-02 18:00:00
19~20,20.62,84.81,8.96,42.24,0.40,0.11,---,8.39,1.62,129.91,18.84,31.96,79.11,1.95,4.34,0.17,56.53,52.81,60.49,2.50,4.69,4.09,4.42,1.06,220.07,3.53,83.86,104.75,2024-04-02 19:00:00
20~21,17.63,79.09,8.38,40.30,0.39,0.11,---,7.93,1.61,128.72,17.82,31.54,79.36,1.59,5.03,0.16,55.28,51.45,103.19,2.59,4.31,4.37,4.40,0.74,223.08,3.06,91.09,100.68,2024-04-02 20:00:00
21~22,20.31,77.94,7.02,38.48,0.40,0.08,---,8.34,1.65,119.36,15.53,28.68,75.15,1.54,4.22,0.17,59.46,60.38,159.88,2.56,4.38,4.01,4.40,1.11,224.71,3.41,95.14,97.32,2024-04-02 21:00:00
22~23,24.94,74.53,7.28,37.37,0.39,0.10,---,8.93,1.62,111.27,13.52,27.21,70.54,1.52,4.13,0.17,72.08,59.72,136.25,2.47,4.32,3.90,4.37,0.76,217.21,2.90,92.30,94.38,2024-04-02 22:00:00
23~24,26.37,70.03,7.20,36.53,0.39,0.11,---,7.31,1.58,101.49,7.13,26.72,67.64,1.37,4.34,0.16,80.11,60.79,152.03,2.44,4.31,3.35,4.38,0.92,209.89,2.94,87.57,91.56,2024-04-02 23:00:00
0~1,18.75,69.56,6.70,35.63,0.40,0.11,---,5.74,1.56,96.83,3.59,26.62,66.62,1.55,3.04,0.17,69.46,64.46,134.50,2.47,4.31,3.13,4.37,0.82,198.80,3.44,78.71,88.87,2024-04-03 00:00:00
1~2,15.13,66.95,6.92,35.16,0.39,0.12,---,5.33,1.58,93.71,3.10,25.34,65.27,1.07,2.81,0.16,63.42,47.97,107.28,2.47,4.38,2.93,4.39,1.21,193.24,3.03,77.08,86.06,2024-04-03 01:00:00
2~3,9.18,66.18,6.63,34.29,0.40,0.12,---,4.81,1.61,94.60,2.84,25.93,65.83,1.02,2.89,0.17,50.41,38.27,47.79,2.37,4.25,2.72,4.39,0.97,190.91,2.84,76.32,84.94,2024-04-03 02:00:00
3~4,7.44,66.09,6.71,33.58,0.40,0.11,---,4.78,1.62,93.20,2.78,25.06,65.36,1.03,2.56,0.17,45.66,33.03,41.37,2.28,4.19,3.28,4.39,1.28,190.18,3.22,76.09,84.19,2024-04-03 03:00:00
4~5,7.19,65.19,6.53,33.22,0.39,0.03,---,4.15,1.59,91.75,2.66,24.34,64.75,0.98,2.68,0.16,39.38,31.62,38.40,2.28,4.12,2.87,4.38,1.18,189.01,2.79,75.59,83.44,2024-04-03 04:00:00
5~6,6.94,63.19,6.70,33.26,0.38,0.01,---,2.01,1.53,92.29,2.68,24.55,65.06,0.91,2.63,0.17,36.18,29.31,36.13,2.25,4.19,3.07,4.41,0.78,187.05,3.11,75.35,82.37,2024-04-03 05:00:00
6~7,7.18,64.16,6.89,35.64,0.14,0.06,---,1.50,0.84,93.56,2.54,24.45,66.57,1.19,2.79,0.08,34.58,28.49,38.02,2.25,5.31,3.25,1.93,1.65,189.90,3.60,75.48,83.62,2024-04-03 06:00:00
7~8,10.75,64.84,7.32,40.20,0.13,0.07,---,1.46,0.62,96.13,2.72,26.35,67.06,1.36,2.65,0.00,36.81,28.88,45.48,2.32,5.50,3.56,0.00,3.37,193.41,3.38,75.96,85.63,2024-04-03 07:00:00
8~9,13.19,71.62,9.39,52.67,0.12,0.11,---,1.72,1.56,107.42,3.00,27.41,77.01,1.09,3.01,0.00,44.33,33.67,56.44,2.59,6.19,6.88,0.00,3.40,206.73,6.56,78.42,93.81,2024-04-03 08:00:00
9~10,12.25,83.10,10.85,64.33,0.14,0.04,---,4.62,1.58,127.74,4.78,36.71,86.25,1.32,3.53,0.00,40.90,30.69,60.93,3.41,6.94,8.75,0.00,3.48,236.29,15.34,85.96,104.57,2024-04-03 09:00:00
10~11,11.13,100.90,11.46,68.26,0.13,0.06,---,2.51,1.57,142.23,10.94,37.26,94.03,1.31,4.06,0.00,45.61,35.20,77.38,3.50,7.87,9.18,0.00,6.61,247.52,14.09,89.90,111.37,2024-04-03 10:00:00
11~12,11.00,108.44,12.45,72.30,0.14,0.23,---,5.25,1.76,149.86,10.38,43.30,96.18,1.25,4.07,0.00,47.63,34.12,47.84,3.68,7.51,9.19,0.00,13.73,256.07,14.57,91.79,115.87,2024-04-03 11:00:00
12~13,13.31,117.03,14.78,69.96,0.14,0.20,---,7.62,1.61,147.47,10.99,41.88,94.60,1.18,4.43,0.00,50.58,31.48,49.94,3.78,7.13,8.75,0.00,12.13,258.72,13.75,92.65,118.63,2024-04-03 12:00:00
13~14,11.94,120.03,15.36,72.66,0.14,0.11,---,8.17,1.59,149.21,15.72,41.01,92.48,1.17,4.43,0.00,45.76,33.06,45.81,3.66,6.62,9.44,0.00,4.00,270.03,15.50,92.32,129.37,2024-04-03 13:00:00
14~15,17.62,118.26,15.04,66.27,0.13,0.06,---,8.21,1.59,154.61,18.00,43.55,93.06,1.38,4.44,0.00,36.61,33.92,42.75,3.69,6.94,7.47,0.00,3.67,277.95,21.46,91.48,132.45,2024-04-03 14:00:00
15~16,13.63,112.37,13.29,64.06,0.15,0.08,---,9.12,1.61,157.67,18.13,45.37,94.17,1.19,4.13,0.14,28.49,26.77,47.03,3.56,6.50,3.00,0.02,10.03,266.86,19.75,91.02,124.24,2024-04-03 15:00:00
16~17,13.12,115.59,13.98,62.37,0.14,0.07,---,8.98,1.69,148.43,14.03,41.02,93.38,1.22,3.83,0.17,29.83,27.49,52.04,3.84,5.62,2.96,0.78,16.13,255.24,16.54,89.26,117.26,2024-04-03 16:00:00
