時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
15~16,4.69,46.22,4.86,24.52,0.09,0.04,9.94,2.6,1.62,76.97,2.51,21.31,53.15,0.85,0.82,0.14,15.06,15.06,20.91,3.0,4.28,2.8,0.0,1.16,120.68,3.37,52.27,45.62,2024-02-09 15:00:00
16~17,4.75,46.81,5.01,24.16,0.09,0.04,9.59,1.62,1.75,76.11,2.37,19.4,54.34,1.16,0.82,0.16,13.38,10.94,44.76,2.97,4.28,2.73,0.38,0.87,120.24,3.17,52.47,45.44,2024-02-09 16:00:00
17~18,5.37,47.25,4.9,24.16,0.27,0.1,11.04,1.5,2.09,77.1,2.47,18.91,55.72,1.14,0.92,0.17,14.12,11.38,28.5,2.91,4.22,2.43,4.5,0.68,119.75,3.09,52.5,45.32,2024-02-09 17:00:00
18~19,5.32,47.6,4.85,24.05,0.36,0.13,13.13,1.8,1.7,74.55,2.69,19.18,52.68,0.95,0.67,0.17,15.32,12.62,15.58,3.0,4.09,2.5,4.46,1.10,121.59,3.03,52.49,46.87,2024-02-09 18:00:00
19~20,7.0,46.75,4.88,24.08,0.35,0.13,13.49,1.92,1.68,73.51,2.47,18.78,52.26,1.13,0.7,0.17,16.52,13.29,30.82,2.91,3.85,2.41,4.44,1.33,122.04,2.84,52.6,47.37,2024-02-09 19:00:00
20~21,6.93,46.16,5.17,24.24,0.36,0.13,11.75,1.75,1.69,72.2,2.5,19.04,50.66,1.06,0.79,0.17,16.26,13.23,45.19,2.9,3.47,2.15,4.42,0.88,121.34,2.78,52.67,46.69,2024-02-09 20:00:00
21~22,5.88,45.94,4.81,24.19,0.35,0.14,11.39,1.95,1.69,70.94,2.4,18.43,50.11,1.39,0.74,0.16,14.89,13.43,35.3,2.88,3.47,1.81,4.41,1.00,121.16,2.91,52.91,46.19,2024-02-09 21:00:00
22~23,5.75,46.33,4.84,23.67,0.36,0.13,7.68,1.85,1.69,70.76,2.4,18.66,49.7,1.61,0.78,0.17,15.33,14.8,15.11,2.9,3.47,1.85,4.39,0.87,120.98,3.12,52.54,46.12,2024-02-09 22:00:00
23~24,5.5,45.51,4.81,23.63,0.35,0.13,6.9,1.82,1.69,69.62,2.44,18.25,48.93,1.56,0.9,0.17,15.26,15.67,26.11,2.94,3.47,1.75,4.4,0.80,120.66,2.57,52.96,45.94,2024-02-09 23:00:00
0~1,5.56,45.46,5.05,23.2,0.36,0.14,7.03,1.88,1.7,71.91,2.51,19.61,49.79,1.42,0.65,0.17,15.65,13.67,47.49,2.97,3.53,1.69,4.41,0.65,120.77,3.0,52.52,46.37,2024-02-10 00:00:00
1~2,5.56,45.47,4.9,23.45,0.35,0.15,6.74,1.82,1.68,71.1,2.44,18.72,49.94,1.05,0.75,0.16,15.27,13.79,22.16,2.91,3.54,1.65,4.41,1.57,120.52,2.62,52.66,45.82,2024-02-10 01:00:00
2~3,5.32,45.38,5.02,23.27,0.36,0.15,7.53,1.85,1.72,71.47,2.33,18.94,50.2,1.08,0.74,0.17,14.29,14.08,14.71,2.96,3.47,1.6,4.4,0.88,120.46,2.93,52.41,45.75,2024-02-10 02:00:00
3~4,5.06,45.28,5.2,23.28,0.35,0.15,7.08,1.82,1.69,70.76,2.38,18.65,49.73,0.99,0.74,0.17,14.5,13.82,35.03,2.94,3.67,1.78,4.4,0.90,120.75,2.69,52.7,46.0,2024-02-10 03:00:00
4~5,5.0,45.44,4.98,23.43,0.36,0.16,7.1,1.84,1.7,71.92,2.41,19.35,50.16,1.03,0.79,0.17,14.69,13.43,45.41,2.97,3.61,1.74,4.43,0.89,120.62,2.91,52.48,45.87,2024-02-10 04:00:00
5~6,5.12,45.56,4.99,23.42,0.36,0.15,7.53,1.91,1.66,70.82,2.43,18.35,50.04,1.49,0.72,0.17,14.42,13.46,13.56,2.94,3.65,1.85,4.42,0.94,120.59,2.72,52.86,45.94,2024-02-10 05:00:00
6~7,4.94,45.29,4.9,23.46,0.29,0.14,7.6,1.49,1.24,72.54,2.35,18.75,51.44,1.54,0.68,0.16,13.07,12.3,13.37,2.9,4.41,1.78,2.39,0.95,121.53,3.1,52.57,46.94,2024-02-10 06:00:00
7~8,3.94,45.74,4.84,23.77,0.09,0.1,9.21,1.6,0.66,72.13,2.25,18.89,50.99,1.64,0.73,0.17,14.24,10.45,43.4,2.88,4.36,1.97,0.09,1.42,121.03,2.91,52.52,46.43,2024-02-10 07:00:00
8~9,4.0,46.35,5.03,23.88,0.1,0.08,9.34,1.54,1.66,73.59,2.22,18.82,52.55,1.4,0.75,0.04,12.54,10.9,44.21,2.97,4.16,2.03,0.0,1.00,121.81,3.27,52.69,46.44,2024-02-10 08:00:00
9~10,3.81,47.24,4.9,24.03,0.09,0.08,9.08,1.54,1.62,74.83,2.25,19.7,52.88,1.32,0.7,0.0,11.17,11.07,19.92,2.84,3.84,2.25,0.0,0.84,119.79,2.63,52.5,45.07,2024-02-10 09:00:00
10~11,4.13,47.07,5.14,24.31,0.09,0.07,9.96,1.54,1.66,75.92,2.16,20.11,53.65,1.29,0.74,0.0,10.38,10.75,13.02,2.85,3.84,2.28,0.0,0.69,121.81,3.25,53.54,45.3,2024-02-10 10:00:00
11~12,4.5,46.97,4.8,24.83,0.09,0.07,9.56,1.57,1.62,75.52,2.18,19.43,53.91,1.38,0.85,0.0,10.32,11.18,37.64,2.9,3.6,2.35,0.0,0.91,120.60,3.15,53.07,45.25,2024-02-10 11:00:00
12~13,4.0,46.21,5.06,25.32,0.09,0.06,10.15,1.57,1.66,75.55,2.47,19.6,53.48,1.32,0.75,0.0,10.88,11.31,40.67,2.88,3.72,2.31,0.0,0.80,120.89,2.78,53.88,45.14,2024-02-10 12:00:00
13~14,4.0,45.94,4.98,25.49,0.09,0.08,9.85,1.59,1.66,75.89,2.19,20.31,53.39,1.35,0.76,0.0,10.88,11.49,13.39,2.87,3.59,2.5,0.0,1.40,122.14,3.13,53.99,45.18,2024-02-10 13:00:00
14~15,4.5,47.44,4.94,25.67,0.1,0.08,9.9,1.63,1.65,74.98,2.28,19.94,52.76,1.33,0.8,0.0,10.94,11.75,13.6,2.85,3.61,2.56,0.0,0.83,125.42,3.0,57.48,45.43,2024-02-10 14:00:00
15~16,7.5,46.59,5.18,25.85,0.09,0.09,10.11,2.14,1.67,76.57,2.46,19.11,55.0,1.32,0.91,0.0,11.14,11.55,44.92,2.87,3.83,2.37,0.0,0.77,132.33,3.59,64.08,45.44,2024-02-10 15:00:00
16~17,4.81,46.94,5.31,25.75,0.09,0.08,9.74,2.1,1.75,77.47,2.47,19.18,55.82,1.37,0.71,0.02,10.75,11.75,31.64,2.94,3.85,2.54,0.18,0.78,137.73,3.0,67.48,48.32,2024-02-10 16:00:00
17~18,5.0,46.22,5.01,25.29,0.27,0.12,11.28,2.13,2.12,78.01,2.44,20.56,55.01,1.57,0.87,0.16,12.13,12.44,12.86,2.9,3.91,2.12,4.28,0.80,130.76,3.01,61.2,47.93,2024-02-10 17:00:00
18~19,5.37,46.35,5.04,24.97,0.35,0.14,12.06,2.44,1.65,77.32,2.5,19.46,55.36,1.75,0.76,0.17,12.95,16.48,20.0,2.97,3.78,2.1,4.45,1.13,124.91,2.9,54.67,48.32,2024-02-10 18:00:00
19~20,5.69,46.56,4.82,24.98,0.35,0.14,12.16,1.96,1.71,78.23,2.6,20.5,55.13,1.86,0.77,0.16,12.84,15.15,45.15,2.88,3.53,2.06,4.44,0.95,122.41,2.84,53.56,47.44,2024-02-10 19:00:00
20~21,5.63,45.21,4.89,24.92,0.36,0.13,11.83,1.92,1.65,75.42,2.44,19.31,53.67,1.58,0.87,0.17,13.14,17.24,46.77,2.87,3.28,1.94,4.41,1.37,121.85,2.54,53.64,46.87,2024-02-10 20:00:00
21~22,5.62,46.6,4.82,24.6,0.35,0.14,11.43,1.73,1.69,74.49,2.4,19.11,52.98,1.49,0.76,0.17,13.52,16.36,15.01,2.88,3.41,1.96,4.4,0.86,120.54,3.22,52.67,45.75,2024-02-10 21:00:00
22~23,6.44,44.94,4.81,24.32,0.36,0.13,7.6,1.65,1.66,72.75,2.53,19.34,50.88,1.34,0.66,0.17,14.34,15.3,17.5,2.94,3.53,1.79,4.39,1.06,120.04,2.74,52.38,45.81,2024-02-10 22:00:00
23~24,7.56,46.56,4.97,24.51,0.35,0.15,6.9,1.54,1.69,72.26,2.5,19.2,50.56,0.98,0.73,0.16,15.34,13.9,45.26,2.93,3.65,1.75,4.39,0.83,121.01,2.94,52.94,46.76,2024-02-10 23:00:00
